BestellungID;KundeID;AllgLieferAdrID;Bestelldatum;Wunschdatum;Rabatt
899;323;653;06.01.2025;08.01.2025;0,5
900;273;518;18.01.2025;20.01.2025;1,5
901;210;53;28.01.2025;02.02.2025;1,0
902;147;786;02.01.2025;05.01.2025;0,0
903;94;905;26.02.2025;01.03.2025;3,0
904;119;455;13.01.2025;19.01.2025;2,0
905;189;425;08.02.2025;10.02.2025;2,0
906;215;880;22.01.2025;24.01.2025;2,5
907;141;686;27.01.2025;27.01.2025;3,0
908;125;640;26.02.2025;05.03.2025;2,0
909;260;684;29.01.2025;03.02.2025;2,0
910;157;466;02.02.2025;07.02.2025;0,0
911;204;489;21.01.2025;23.01.2025;0,5
912;6;85;23.01.2025;29.01.2025;1,5
913;245;18;17.02.2025;21.02.2025;2,0
914;330;731;10.01.2025;14.01.2025;3,0
915;315;623;10.01.2025;15.01.2025;1,5
916;203;856;26.02.2025;27.02.2025;1,0
917;292;861;01.01.2025;02.01.2025;2,5
918;204;696;22.01.2025;28.01.2025;1,0
919;162;93;06.02.2025;08.02.2025;0,5
920;107;668;26.01.2025;30.01.2025;1,5
921;219;55;23.01.2025;27.01.2025;0,5
922;136;82;19.01.2025;24.01.2025;0,0
923;11;197;10.01.2025;11.01.2025;0,0
924;168;18;04.02.2025;11.02.2025;0,5
925;1;325;01.01.2025;03.01.2025;0,5
926;157;679;25.02.2025;02.03.2025;1,0
927;110;48;22.01.2025;23.01.2025;1,0
928;129;72;15.02.2025;17.02.2025;2,0
929;92;205;13.02.2025;15.02.2025;1,5
930;14;495;14.01.2025;15.01.2025;0,5
931;326;760;04.01.2025;04.01.2025;1,5
932;180;247;01.02.2025;04.02.2025;1,0
933;271;713;30.01.2025;06.02.2025;0,5
934;24;240;25.01.2025;30.01.2025;2,5
935;206;652;05.01.2025;06.01.2025;1,5
936;197;884;03.02.2025;03.02.2025;2,0
937;144;503;25.02.2025;28.02.2025;0,0
938;61;5;28.02.2025;28.02.2025;1,0
939;248;829;15.01.2025;15.01.2025;0,5
940;56;425;24.02.2025;25.02.2025;2,5
941;296;230;04.01.2025;07.01.2025;3,0
942;225;294;10.02.2025;15.02.2025;0,5
943;195;629;06.01.2025;07.01.2025;3,0
944;295;118;09.02.2025;10.02.2025;3,0
945;283;276;23.02.2025;24.02.2025;1,5
946;207;308;06.01.2025;10.01.2025;3,0
947;326;252;20.02.2025;21.02.2025;0,5
948;176;361;05.02.2025;10.02.2025;2,5
949;252;484;21.02.2025;22.02.2025;2,0
950;333;198;21.01.2025;27.01.2025;1,5
951;220;534;06.02.2025;09.02.2025;0,0
952;188;548;24.01.2025;30.01.2025;1,0
953;210;289;03.01.2025;06.01.2025;2,5
954;324;557;19.02.2025;23.02.2025;1,5
955;43;113;22.02.2025;24.02.2025;0,5
956;182;441;05.01.2025;08.01.2025;2,5
957;137;622;08.01.2025;09.01.2025;0,0
958;209;442;10.02.2025;12.02.2025;0,5
959;235;30;02.01.2025;06.01.2025;3,0
960;60;409;05.02.2025;08.02.2025;2,5
961;338;179;06.02.2025;07.02.2025;3,0
962;84;351;05.02.2025;11.02.2025;0,0
963;296;662;20.02.2025;20.02.2025;2,0
964;33;895;26.01.2025;31.01.2025;2,5
965;261;275;05.01.2025;12.01.2025;0,5
966;350;122;15.02.2025;16.02.2025;2,0
967;101;172;05.02.2025;11.02.2025;2,5
968;174;328;17.02.2025;24.02.2025;3,0
969;99;284;13.02.2025;20.02.2025;1,0
970;226;324;27.01.2025;30.01.2025;3,0
971;21;209;15.02.2025;21.02.2025;1,0
972;340;664;06.01.2025;08.01.2025;2,5
973;202;884;13.01.2025;14.01.2025;2,5
974;219;553;24.02.2025;28.02.2025;0,5
975;109;716;05.02.2025;05.02.2025;3,0
976;284;488;16.01.2025;22.01.2025;0,5
977;211;279;17.02.2025;23.02.2025;3,0
978;127;857;10.01.2025;10.01.2025;0,5
979;141;797;05.01.2025;07.01.2025;0,0
980;219;65;08.01.2025;10.01.2025;2,0
981;253;681;09.02.2025;16.02.2025;2,5
982;174;63;01.01.2025;03.01.2025;1,0
983;227;568;05.01.2025;05.01.2025;0,5
984;276;755;30.01.2025;02.02.2025;2,5
985;251;770;07.02.2025;11.02.2025;0,0
986;10;41;14.01.2025;20.01.2025;2,0
987;165;325;17.02.2025;24.02.2025;1,5
988;143;106;24.02.2025;25.02.2025;2,5
989;170;243;10.01.2025;11.01.2025;3,0
990;120;155;13.02.2025;15.02.2025;1,0
991;238;127;15.02.2025;20.02.2025;2,0
992;233;498;15.02.2025;15.02.2025;3,0
993;227;10;01.02.2025;03.02.2025;3,0
994;57;567;24.01.2025;30.01.2025;0,5
995;122;160;13.02.2025;20.02.2025;2,5
996;34;41;22.01.2025;28.01.2025;1,0
997;299;663;09.01.2025;14.01.2025;1,5
998;233;341;20.01.2025;22.01.2025;2,0
999;262;458;22.02.2025;22.02.2025;2,5
1000;46;546;03.01.2025;03.01.2025;3,0
1001;78;499;20.01.2025;22.01.2025;2,0
1002;3;870;20.02.2025;25.02.2025;2,5
1003;114;858;20.02.2025;21.02.2025;0,5
1004;171;56;24.02.2025;01.03.2025;1,5
1005;182;289;02.01.2025;09.01.2025;0,5
1006;183;533;07.02.2025;11.02.2025;2,5
1007;323;875;28.02.2025;01.03.2025;2,0
1008;224;178;09.01.2025;16.01.2025;2,0
1009;300;710;26.02.2025;05.03.2025;1,5
1010;305;210;21.01.2025;28.01.2025;3,0
1011;342;173;21.01.2025;28.01.2025;2,5
1012;74;736;05.02.2025;09.02.2025;1,5
1013;49;460;27.01.2025;03.02.2025;2,5
1014;93;421;09.02.2025;14.02.2025;2,5
1015;204;704;21.02.2025;22.02.2025;1,0
1016;211;796;11.02.2025;17.02.2025;2,5
1017;309;358;09.01.2025;14.01.2025;1,0
1018;47;200;18.01.2025;18.01.2025;0,0
1019;256;75;25.01.2025;27.01.2025;0,0
1020;142;561;10.02.2025;15.02.2025;0,5
1021;207;101;18.01.2025;23.01.2025;1,0
1022;342;17;24.02.2025;28.02.2025;3,0
1023;275;911;02.01.2025;03.01.2025;0,5
1024;223;171;05.01.2025;11.01.2025;0,0
1025;293;664;06.01.2025;08.01.2025;2,5
1026;312;128;23.02.2025;27.02.2025;2,0
1027;236;726;25.01.2025;26.01.2025;2,5
1028;323;292;16.02.2025;23.02.2025;1,0
1029;179;496;20.01.2025;26.01.2025;2,5
1030;326;725;27.02.2025;02.03.2025;2,0
1031;190;581;24.01.2025;28.01.2025;1,0
1032;49;878;05.02.2025;05.02.2025;1,0
1033;142;773;22.01.2025;26.01.2025;2,0
1034;213;164;12.02.2025;12.02.2025;1,0
1035;79;177;27.02.2025;02.03.2025;2,0
1036;17;357;10.02.2025;16.02.2025;0,5
1037;257;748;17.01.2025;19.01.2025;1,0
1038;223;890;24.02.2025;03.03.2025;1,0
1039;288;137;10.01.2025;16.01.2025;1,5
1040;143;444;19.02.2025;23.02.2025;1,5
1041;302;36;22.01.2025;28.01.2025;0,0
1042;208;730;24.01.2025;31.01.2025;1,0
1043;202;736;01.02.2025;02.02.2025;2,5
1044;82;855;25.02.2025;26.02.2025;2,0
1045;209;705;01.01.2025;04.01.2025;3,0
1046;286;644;14.01.2025;21.01.2025;2,5
1047;286;399;22.02.2025;22.02.2025;2,5
1048;33;104;12.01.2025;19.01.2025;3,0
1049;209;26;16.01.2025;20.01.2025;3,0
1050;315;715;14.02.2025;19.02.2025;2,5
1051;237;890;18.02.2025;22.02.2025;2,0
1052;261;262;07.01.2025;08.01.2025;0,5
1053;161;108;15.01.2025;17.01.2025;2,5
1054;28;883;04.02.2025;11.02.2025;1,0
1055;102;533;17.02.2025;23.02.2025;1,0
1056;171;318;09.02.2025;12.02.2025;1,5
1057;108;621;31.01.2025;31.01.2025;3,0
1058;222;601;22.01.2025;27.01.2025;2,0
1059;283;453;15.02.2025;19.02.2025;1,5
1060;242;80;01.02.2025;07.02.2025;1,5
1061;133;805;10.01.2025;15.01.2025;1,0
1062;23;572;31.01.2025;04.02.2025;3,0
1063;280;562;05.02.2025;09.02.2025;2,0
1064;159;568;27.02.2025;04.03.2025;1,5
1065;341;295;03.02.2025;03.02.2025;3,0
1066;140;517;18.01.2025;18.01.2025;0,0
1067;261;630;16.01.2025;20.01.2025;0,5
1068;71;332;29.01.2025;03.02.2025;2,0
1069;80;640;26.02.2025;01.03.2025;1,5
1070;294;708;01.02.2025;02.02.2025;3,0
1071;199;881;13.02.2025;14.02.2025;3,0
1072;270;229;27.02.2025;27.02.2025;2,5
1073;155;584;15.02.2025;17.02.2025;2,5
1074;149;712;09.01.2025;11.01.2025;1,5
1075;162;77;16.01.2025;20.01.2025;0,5
1076;262;514;20.02.2025;27.02.2025;1,5
1077;31;235;23.02.2025;26.02.2025;1,0
1078;147;363;14.01.2025;15.01.2025;2,0
1079;52;20;18.02.2025;22.02.2025;3,0
1080;322;837;18.02.2025;25.02.2025;1,5
1081;112;609;26.01.2025;27.01.2025;1,0
1082;87;866;25.02.2025;03.03.2025;1,0
1083;244;602;24.02.2025;01.03.2025;0,0
1084;37;605;20.02.2025;27.02.2025;1,5
1085;209;856;02.01.2025;07.01.2025;1,0
1086;272;39;20.02.2025;21.02.2025;1,5
1087;186;360;27.02.2025;05.03.2025;0,0
1088;252;366;02.01.2025;08.01.2025;2,0
1089;189;645;07.02.2025;13.02.2025;3,0
1090;233;881;19.01.2025;20.01.2025;3,0
1091;167;190;20.01.2025;24.01.2025;0,5
1092;249;769;16.02.2025;21.02.2025;2,5
1093;86;558;10.02.2025;16.02.2025;1,0
1094;151;586;24.01.2025;25.01.2025;0,0
1095;191;121;12.01.2025;16.01.2025;0,0
1096;214;844;06.01.2025;09.01.2025;2,0
1097;290;690;08.01.2025;09.01.2025;0,5
1098;154;573;13.01.2025;16.01.2025;3,0
1099;1;120;05.01.2025;08.01.2025;3,0
1100;216;38;01.01.2025;05.01.2025;2,0
1101;256;614;03.01.2025;03.01.2025;0,0
1102;302;223;19.02.2025;19.02.2025;3,0
1103;10;351;06.02.2025;12.02.2025;0,5
1104;29;543;07.02.2025;13.02.2025;3,0
1105;258;301;31.01.2025;31.01.2025;0,5
1106;210;491;20.01.2025;25.01.2025;0,5
1107;89;89;02.01.2025;08.01.2025;0,5
1108;214;662;14.01.2025;20.01.2025;2,0
1109;100;385;15.02.2025;16.02.2025;0,5
1110;78;143;26.01.2025;29.01.2025;0,0
1111;162;64;13.02.2025;13.02.2025;2,0
1112;315;78;20.01.2025;25.01.2025;3,0
1113;313;463;21.01.2025;26.01.2025;1,0
1114;260;74;29.01.2025;02.02.2025;0,0
1115;75;202;01.01.2025;02.01.2025;2,0
1116;310;622;25.01.2025;27.01.2025;0,5
1117;349;747;25.01.2025;25.01.2025;0,5
1118;80;161;10.01.2025;15.01.2025;1,5
1119;40;789;09.01.2025;09.01.2025;2,5
1120;55;701;28.02.2025;28.02.2025;2,5
1121;25;882;25.02.2025;27.02.2025;0,5
1122;55;177;26.01.2025;27.01.2025;2,5
1123;54;867;28.02.2025;06.03.2025;0,5
1124;38;612;22.01.2025;29.01.2025;1,5
1125;302;476;16.01.2025;21.01.2025;2,0
1126;112;38;09.02.2025;14.02.2025;2,5
1127;269;179;20.02.2025;20.02.2025;1,5
1128;202;856;10.01.2025;16.01.2025;1,5
1129;295;827;06.02.2025;08.02.2025;0,0
1130;232;853;18.01.2025;20.01.2025;2,0
1131;198;573;16.01.2025;22.01.2025;2,5
1132;283;314;21.01.2025;22.01.2025;0,0
1133;62;262;17.01.2025;23.01.2025;1,0
1134;240;636;14.02.2025;14.02.2025;2,0
1135;3;887;19.02.2025;24.02.2025;2,0
1136;150;187;07.02.2025;13.02.2025;2,5
1137;1;60;24.01.2025;25.01.2025;0,5
1138;229;488;11.01.2025;17.01.2025;1,5
1139;121;301;08.02.2025;14.02.2025;1,0
1140;234;437;28.01.2025;31.01.2025;2,5
1141;99;423;01.02.2025;08.02.2025;2,5
1142;175;562;14.02.2025;16.02.2025;0,5
1143;331;211;18.02.2025;24.02.2025;1,5
1144;66;721;14.01.2025;21.01.2025;1,0
1145;311;788;22.01.2025;29.01.2025;1,0
1146;218;828;07.02.2025;11.02.2025;2,5
1147;157;388;08.01.2025;14.01.2025;0,5
1148;114;884;10.02.2025;12.02.2025;3,0
1149;134;565;01.02.2025;04.02.2025;1,5
1150;34;666;02.01.2025;09.01.2025;0,5
1151;155;54;14.02.2025;14.02.2025;0,0
1152;346;609;20.01.2025;27.01.2025;1,5
1153;322;67;10.02.2025;10.02.2025;1,5
1154;214;295;11.02.2025;16.02.2025;1,0
1155;340;225;14.01.2025;17.01.2025;2,0
1156;73;319;17.01.2025;24.01.2025;2,0
1157;267;24;13.01.2025;13.01.2025;3,0
1158;185;623;19.02.2025;25.02.2025;2,5
1159;331;230;04.02.2025;07.02.2025;2,5
1160;322;589;17.02.2025;17.02.2025;1,5
1161;307;402;03.02.2025;07.02.2025;3,0
1162;62;503;10.02.2025;11.02.2025;1,0
1163;263;722;02.02.2025;02.02.2025;3,0
1164;55;226;09.02.2025;09.02.2025;3,0
1165;76;762;07.02.2025;09.02.2025;3,0
1166;260;909;02.01.2025;09.01.2025;0,0
1167;348;393;13.01.2025;18.01.2025;0,5
1168;146;635;22.01.2025;27.01.2025;2,0
1169;200;537;31.01.2025;04.02.2025;1,5
1170;276;377;25.02.2025;04.03.2025;1,5
1171;10;766;10.02.2025;13.02.2025;0,0
1172;201;186;19.02.2025;23.02.2025;0,0
1173;73;479;11.02.2025;11.02.2025;2,0
1174;95;758;24.02.2025;25.02.2025;0,0
1175;264;391;15.01.2025;16.01.2025;2,5
1176;143;416;15.02.2025;15.02.2025;2,0
1177;200;286;24.01.2025;29.01.2025;1,0
1178;250;13;03.01.2025;05.01.2025;0,5
1179;87;119;12.01.2025;12.01.2025;3,0
1180;158;847;18.01.2025;23.01.2025;2,5
1181;295;822;31.01.2025;01.02.2025;2,5
1182;4;831;08.01.2025;08.01.2025;2,5
1183;243;153;09.02.2025;09.02.2025;0,0
1184;116;839;11.01.2025;14.01.2025;1,0
1185;313;655;07.01.2025;14.01.2025;2,0
1186;190;64;24.02.2025;24.02.2025;1,0
1187;70;214;22.01.2025;25.01.2025;1,5
1188;47;299;21.01.2025;23.01.2025;1,0
1189;326;495;26.02.2025;05.03.2025;1,0
1190;15;146;12.02.2025;14.02.2025;2,0
1191;28;181;27.02.2025;02.03.2025;1,0
1192;185;179;01.01.2025;06.01.2025;0,0
1193;325;338;21.02.2025;21.02.2025;0,5
1194;263;35;16.01.2025;19.01.2025;3,0
1195;130;869;27.01.2025;02.02.2025;1,5
1196;258;38;23.01.2025;30.01.2025;1,0
1197;71;180;29.01.2025;01.02.2025;2,0
1198;117;269;25.01.2025;26.01.2025;0,0
1199;82;304;15.01.2025;15.01.2025;1,5
1200;115;551;04.01.2025;09.01.2025;2,5
1201;99;125;02.01.2025;05.01.2025;0,0
1202;285;802;02.02.2025;09.02.2025;2,0
1203;133;409;24.02.2025;03.03.2025;3,0
1204;160;326;14.02.2025;20.02.2025;2,5
1205;268;233;22.01.2025;29.01.2025;0,0
1206;268;699;20.01.2025;26.01.2025;2,5
1207;251;128;03.01.2025;07.01.2025;1,0
1208;44;820;29.01.2025;29.01.2025;2,5
1209;170;816;12.02.2025;17.02.2025;1,5
1210;153;760;21.01.2025;26.01.2025;2,5
1211;326;228;05.01.2025;09.01.2025;1,5
1212;85;696;13.02.2025;18.02.2025;1,0
1213;29;447;10.01.2025;17.01.2025;1,5
1214;287;497;15.02.2025;20.02.2025;1,5
1215;138;90;06.01.2025;09.01.2025;3,0
1216;136;485;16.01.2025;23.01.2025;3,0
1217;265;116;11.02.2025;15.02.2025;0,0
1218;76;203;22.01.2025;26.01.2025;3,0
1219;83;106;03.02.2025;06.02.2025;2,5
1220;80;285;12.01.2025;17.01.2025;0,5
1221;74;551;24.02.2025;26.02.2025;2,0
1222;47;508;16.02.2025;16.02.2025;1,0
1223;245;549;29.01.2025;30.01.2025;1,5
1224;241;867;13.02.2025;19.02.2025;3,0
1225;39;373;30.01.2025;30.01.2025;0,0
1226;222;568;24.02.2025;28.02.2025;1,0
1227;314;595;25.02.2025;26.02.2025;1,0
1228;65;733;08.02.2025;15.02.2025;3,0
1229;130;654;30.01.2025;04.02.2025;1,5
1230;213;495;27.02.2025;04.03.2025;0,0
1231;316;433;17.02.2025;21.02.2025;1,0
1232;206;534;18.01.2025;23.01.2025;1,0
1233;259;126;24.01.2025;26.01.2025;0,0
1234;220;884;23.01.2025;30.01.2025;2,0
1235;322;631;11.01.2025;11.01.2025;2,5
1236;182;445;27.02.2025;06.03.2025;3,0
1237;148;525;01.02.2025;03.02.2025;1,0
1238;342;519;06.01.2025;06.01.2025;0,0
1239;202;476;08.02.2025;13.02.2025;0,5
1240;110;572;24.02.2025;26.02.2025;1,0
1241;18;759;18.02.2025;24.02.2025;3,0
1242;58;326;16.01.2025;20.01.2025;0,5
1243;212;633;15.01.2025;20.01.2025;3,0
1244;142;53;21.02.2025;28.02.2025;0,5
1245;126;42;26.01.2025;01.02.2025;0,0
1246;73;700;27.02.2025;05.03.2025;3,0
1247;235;572;15.02.2025;18.02.2025;0,5
1248;296;505;19.02.2025;22.02.2025;2,0
1249;123;481;22.02.2025;27.02.2025;0,5
1250;195;502;05.02.2025;11.02.2025;0,5
1251;305;448;16.01.2025;21.01.2025;3,0
1252;319;797;03.01.2025;07.01.2025;1,0
1253;135;161;13.01.2025;14.01.2025;1,5
1254;200;465;10.02.2025;15.02.2025;2,0
1255;331;870;21.01.2025;24.01.2025;3,0
1256;349;190;12.01.2025;17.01.2025;1,0
1257;24;306;11.02.2025;12.02.2025;1,0
1258;62;913;11.02.2025;13.02.2025;1,5
1259;277;322;27.01.2025;30.01.2025;0,0
1260;83;667;19.01.2025;23.01.2025;1,5
1261;204;444;02.01.2025;03.01.2025;1,5
1262;187;250;27.01.2025;30.01.2025;2,5
1263;264;667;17.02.2025;22.02.2025;0,5
1264;45;355;10.02.2025;12.02.2025;1,5
1265;250;520;07.01.2025;10.01.2025;3,0
1266;31;427;25.02.2025;04.03.2025;1,0
1267;17;63;11.02.2025;18.02.2025;3,0
1268;111;532;23.01.2025;26.01.2025;1,5
1269;11;351;24.01.2025;25.01.2025;1,0
1270;210;86;18.01.2025;20.01.2025;3,0
1271;230;278;04.02.2025;10.02.2025;1,0
1272;252;453;21.01.2025;24.01.2025;0,0
1273;186;636;15.01.2025;22.01.2025;2,0
1274;243;186;27.01.2025;03.02.2025;0,0
1275;238;252;25.02.2025;26.02.2025;1,0
1276;22;296;04.01.2025;04.01.2025;1,0
1277;33;517;12.01.2025;13.01.2025;2,0
1278;34;863;31.01.2025;05.02.2025;0,0
1279;214;620;02.01.2025;06.01.2025;2,0
1280;139;181;01.01.2025;03.01.2025;3,0
1281;100;906;07.01.2025;10.01.2025;3,0
1282;205;798;12.02.2025;13.02.2025;1,5
1283;40;511;14.02.2025;16.02.2025;0,5
1284;330;103;17.02.2025;21.02.2025;3,0
1285;19;756;24.01.2025;25.01.2025;2,5
1286;281;194;12.02.2025;19.02.2025;0,0
1287;69;769;27.02.2025;03.03.2025;2,5
1288;22;48;20.02.2025;25.02.2025;0,0
1289;20;34;18.02.2025;22.02.2025;1,5
1290;238;643;03.01.2025;04.01.2025;1,5
1291;328;694;24.01.2025;25.01.2025;2,5
1292;312;810;19.02.2025;20.02.2025;0,5
1293;115;536;31.01.2025;07.02.2025;2,0
1294;73;866;15.01.2025;20.01.2025;2,5
1295;323;265;07.01.2025;10.01.2025;3,0
1296;91;53;20.01.2025;22.01.2025;0,0
1297;311;525;04.01.2025;09.01.2025;0,0
1298;326;662;01.01.2025;01.01.2025;0,5
1299;3;742;02.01.2025;08.01.2025;2,5
1300;305;260;20.02.2025;23.02.2025;3,0
1301;87;44;07.01.2025;12.01.2025;3,0
1302;137;669;27.01.2025;28.01.2025;0,0
1303;140;646;20.02.2025;21.02.2025;2,5
1304;258;645;02.02.2025;08.02.2025;0,0
1305;325;329;15.01.2025;15.01.2025;0,0
1306;252;166;27.02.2025;27.02.2025;0,0
1307;345;789;09.01.2025;12.01.2025;1,5
1308;48;790;16.01.2025;17.01.2025;1,5
1309;263;496;05.01.2025;06.01.2025;0,0
1310;176;85;17.02.2025;21.02.2025;1,5
1311;269;482;25.02.2025;03.03.2025;2,5
1312;311;596;13.02.2025;16.02.2025;0,0
1313;146;691;14.02.2025;15.02.2025;1,0
1314;102;357;07.01.2025;09.01.2025;0,5
1315;24;63;09.02.2025;09.02.2025;3,0
1316;321;778;11.02.2025;17.02.2025;1,5
1317;292;521;05.01.2025;05.01.2025;2,0
1318;15;461;30.01.2025;05.02.2025;2,5
1319;232;14;11.02.2025;12.02.2025;0,0
1320;223;449;26.01.2025;27.01.2025;0,0
1321;270;752;27.01.2025;02.02.2025;1,0
1322;334;175;21.01.2025;26.01.2025;3,0
1323;107;463;25.01.2025;25.01.2025;0,5
1324;119;496;05.01.2025;12.01.2025;3,0
1325;191;677;14.01.2025;20.01.2025;1,5
1326;321;664;06.02.2025;12.02.2025;2,0
1327;301;666;29.01.2025;30.01.2025;3,0
1328;17;552;25.01.2025;28.01.2025;0,5
1329;309;517;07.02.2025;13.02.2025;2,5
1330;100;735;16.01.2025;18.01.2025;0,5
1331;74;88;26.01.2025;26.01.2025;2,0
1332;60;708;23.01.2025;23.01.2025;1,5
1333;293;261;03.02.2025;06.02.2025;2,0
1334;19;154;02.01.2025;08.01.2025;2,0
1335;308;832;08.01.2025;09.01.2025;0,0
1336;20;886;10.02.2025;17.02.2025;1,0
1337;231;309;12.01.2025;18.01.2025;0,5
1338;332;324;06.02.2025;10.02.2025;2,5
1339;262;557;14.01.2025;15.01.2025;2,0
1340;109;286;03.02.2025;08.02.2025;1,0
1341;262;768;12.01.2025;18.01.2025;2,0
1342;134;306;14.01.2025;15.01.2025;1,5
1343;319;509;05.02.2025;12.02.2025;2,0
1344;153;97;26.02.2025;28.02.2025;2,5
1345;337;160;18.01.2025;21.01.2025;1,5
1346;146;348;07.02.2025;07.02.2025;1,5
1347;263;781;25.02.2025;25.02.2025;1,0
1348;170;45;02.01.2025;05.01.2025;2,5
1349;215;642;21.01.2025;25.01.2025;2,5
1350;158;258;23.02.2025;24.02.2025;1,5
1351;208;192;23.02.2025;02.03.2025;1,5
1352;31;806;30.01.2025;01.02.2025;1,0
1353;115;385;01.01.2025;04.01.2025;1,5
1354;78;300;18.01.2025;25.01.2025;2,0
1355;237;655;16.02.2025;16.02.2025;0,0
1356;238;185;02.01.2025;04.01.2025;0,0
1357;296;181;14.01.2025;18.01.2025;2,5
1358;158;231;11.02.2025;13.02.2025;2,0
1359;13;728;12.01.2025;19.01.2025;1,0
1360;257;388;23.02.2025;26.02.2025;2,5
1361;202;377;28.01.2025;02.02.2025;1,0
1362;29;348;05.02.2025;06.02.2025;0,0
1363;104;404;12.01.2025;13.01.2025;1,5
1364;127;666;23.02.2025;27.02.2025;2,5
