BestellungID;PosID;ProduktID;SpezLieferAdrID;Menge;Preis
1002;1002;66;;9;3,0
1003;1003;48;;5;4,5
1004;1004;64;;5;4,5
1005;1005;13;;9;4,5
1006;1006;3;;4;5,0
1007;1007;86;;1;0,5
1008;1008;39;;9;0,8
1009;1009;17;;0;3,5
1010;1010;124;;6;3,0
1011;1011;118;;10;6,0
1012;1012;38;;8;0,5
1013;1013;77;;10;2,0
1014;1014;96;;10;8,0
1015;1015;41;;2;1,2
1016;1016;23;;4;3,0
1017;1017;10;;8;0,5
1018;1018;120;;10;8,0
1019;1019;66;;8;3,0
1020;1020;28;;10;2,0
1021;1021;29;;3;1,5
1022;1022;109;;1;3,0
1023;1023;26;;3;4,0
1024;1024;51;;5;2,0
1025;1025;11;;3;8,0
1026;1026;118;;7;6,0
1027;1027;24;;6;3,0
1028;1028;53;;7;5,0
1029;1029;17;;8;3,5
1030;1030;2;;6;4,0
1031;1031;103;;8;5,0
1032;1032;91;;1;1,2
1033;1033;56;;0;7,0
1034;1034;43;;1;2,3
1035;1035;17;;3;3,5
1036;1036;56;;2;7,0
1037;1037;110;;5;0,5
1038;1038;3;;5;5,0
1039;1039;89;;5;0,8
1040;1040;66;;3;3,0
1041;1041;65;;10;4,5
1042;1042;74;;6;3,0
1043;1043;112;;3;4,0
1044;1044;123;;4;3,0
1045;1045;26;;8;4,0
1046;1046;9;;3;3,0
1047;1047;46;;3;8,0
1048;1048;85;;5;1,0
1049;1049;100;;0;5,6
1050;1050;113;;4;4,5
1051;1051;12;;0;4,0
1052;1052;106;;10;7,0
1053;1053;57;;4;8,0
1054;1054;22;;1;2,0
1055;1055;118;;2;6,0
1056;1056;113;;10;4,5
1057;1057;70;;6;8,0
1058;1058;118;;9;6,0
1059;1059;73;;10;3,0
1060;1060;71;;3;4,0
1061;1061;105;;7;5,0
1062;1062;59;;6;3,0
1063;1063;126;;5;4,0
1064;1064;82;;6;5,0
1065;1065;49;;3;3,8
1066;1066;6;;0;7,0
1067;1067;46;;7;8,0
1068;1068;34;;7;0,75
1069;1069;66;;4;3,0
1070;1070;30;;8;4,0
1071;1071;69;;2;2,0
1072;1072;68;;6;6,0
1073;1073;124;;4;3,0
1074;1074;114;;5;4,5
1075;1075;82;;4;5,0
1076;1076;57;;8;8,0
1077;1077;9;;0;3,0
1078;1078;31;;0;2,0
1079;1079;35;;8;1,0
1080;1080;89;;1;0,8
1081;1081;14;;10;4,5
1082;1082;45;;2;2,0
1083;1083;42;;6;2,4
1084;1084;82;;2;5,0
1085;1085;96;;3;8,0
1086;1086;72;;7;2,0
1087;1087;89;;4;0,8
1088;1088;95;;7;2,0
1089;1089;37;;2;0,5
1090;1090;12;;8;4,0
1091;1091;73;;8;3,0
1092;1092;13;;7;4,5
1093;1093;72;;2;2,0
1094;1094;22;;7;2,0
1095;1095;35;;7;1,0
1096;1096;115;;9;4,5
1097;1097;56;;9;7,0
1098;1098;60;;9;0,5
1099;1099;94;;5;4,0
1100;1100;90;;0;1,0
1101;1101;124;;10;3,0
1102;1102;100;;7;5,6
1103;1103;106;;9;7,0
1104;1104;78;;1;2,0
1105;1105;121;;6;4,0
1106;1106;77;;4;2,0
1107;1107;40;;1;1,0
1108;1108;51;;3;2,0
1109;1109;3;;5;5,0
1110;1110;75;;6;7,0
1111;1111;91;;5;1,2
1112;1112;86;;1;0,5
1113;1113;70;;4;8,0
1114;1114;95;;2;2,0
1115;1115;98;;4;4,5
1116;1116;49;;1;3,8
1117;1117;59;;5;3,0
1118;1118;41;;7;1,2
1119;1119;44;;3;4,0
1120;1120;105;;3;5,0
1121;1121;52;;1;4,0
1122;1122;68;;0;6,0
1123;1123;19;;10;2,0
1124;1124;41;;6;1,2
1125;1125;7;;2;8,0
1126;1126;39;;5;0,8
1127;1127;94;;8;4,0
1128;1128;73;;7;3,0
1129;1129;3;;3;5,0
1130;1130;39;;8;0,8
1131;1131;3;;9;5,0
1132;1132;11;;8;8,0
1133;1133;117;;7;3,5
1134;1134;61;;7;8,0
1135;1135;121;;5;4,0
1136;1136;108;;8;8,0
1137;1137;53;;5;5,0
1138;1138;77;;0;2,0
1139;1139;14;;1;4,5
1140;1140;61;;10;8,0
1141;1141;67;;4;3,5
1142;1142;30;;8;4,0
1143;1143;58;;8;8,0
1144;1144;19;;4;2,0
1145;1145;73;;1;3,0
1146;1146;106;;2;7,0
1147;1147;83;;7;0,8
1148;1148;16;;5;3,0
1149;1149;111;;9;8,0
1150;1150;100;;1;5,6
1151;1151;95;;4;2,0
1152;1152;70;;5;8,0
1153;1153;75;;5;7,0
1154;1154;74;;1;3,0
1155;1155;44;;3;4,0
1156;1156;122;;1;2,0
1157;1157;35;;2;1,0
1158;1158;106;;2;7,0
1159;1159;40;;8;1,0
1160;1160;46;;0;8,0
1161;1161;3;;4;5,0
1162;1162;10;;1;0,5
1163;1163;40;;10;1,0
1164;1164;114;;8;4,5
1165;1165;103;;1;5,0
1166;1166;125;;2;7,0
1167;1167;53;;0;5,0
1168;1168;40;;1;1,0
1169;1169;13;;1;4,5
1170;1170;126;;1;4,0
1171;1171;96;;6;8,0
1172;1172;1;;5;2,0
1173;1173;16;;1;3,0
1174;1174;114;;2;4,5
1175;1175;10;;10;0,5
1176;1176;16;;1;3,0
1177;1177;97;;9;9,0
1178;1178;109;;2;3,0
1179;1179;114;;7;4,5
1180;1180;121;;4;4,0
1181;1181;10;;5;0,5
1182;1182;12;;9;4,0
1183;1183;25;;2;7,0
1184;1184;123;;4;3,0
1185;1185;106;;1;7,0
1186;1186;122;;10;2,0
1187;1187;1;;4;2,0
1188;1188;103;;1;5,0
1189;1189;106;;0;7,0
1190;1190;118;;2;6,0
1191;1191;1;;1;2,0
1192;1192;31;;6;2,0
1193;1193;116;;6;3,0
1194;1194;95;;3;2,0
1195;1195;52;;9;4,0
1196;1196;99;;5;3,8
1197;1197;60;;0;0,5
1198;1198;43;;8;2,3
1199;1199;26;;6;4,0
1200;1200;47;;8;9,0
1201;1201;36;;1;0,5
1202;1202;39;;8;0,8
1203;1203;56;;7;7,0
1204;1204;13;;9;4,5
1205;1205;87;;3;0,5
1206;1206;89;;2;0,8
1207;1207;45;;4;2,0
1208;1208;29;;3;1,5
1209;1209;55;;6;5,0
1210;1210;87;;1;0,5
1211;1211;51;;7;2,0
1212;1212;32;;8;5,0
1213;1213;6;;4;7,0
1214;1214;102;;10;4,0
1215;1215;68;;0;6,0
1216;1216;25;;10;7,0
1217;1217;24;;4;3,0
1218;1218;97;;7;9,0
1219;1219;92;;3;2,4
1220;1220;120;;6;8,0
1221;1221;51;;3;2,0
1222;1222;100;;5;5,6
1223;1223;60;;7;0,5
1224;1224;118;;6;6,0
1225;1225;47;;7;9,0
1226;1226;21;;3;4,0
1227;1227;98;;1;4,5
1228;1228;59;;1;3,0
1229;1229;29;;6;1,5
1230;1230;118;;7;6,0
1231;1231;34;;9;0,75
1232;1232;96;;8;8,0
1233;1233;40;;5;1,0
1234;1234;68;;6;6,0
1235;1235;25;;2;7,0
1236;1236;91;;4;1,2
1237;1237;74;;1;3,0
1238;1238;115;;9;4,5
1239;1239;7;;4;8,0
1240;1240;48;;4;4,5
1241;1241;57;;10;8,0
1242;1242;32;;8;5,0
1243;1243;106;;5;7,0
1244;1244;85;;7;1,0
1245;1245;11;;2;8,0
1246;1246;107;;7;8,0
1247;1247;72;;2;2,0
1248;1248;82;;9;5,0
1249;1249;116;;3;3,0
1250;1250;122;;8;2,0
1251;1251;26;;10;4,0
1252;1252;123;;1;3,0
1253;1253;122;;6;2,0
1254;1254;8;;9;8,0
1255;1255;114;;9;4,5
1256;1256;41;;2;1,2
1257;1257;116;;0;3,0
1258;1258;77;;10;2,0
1259;1259;68;;7;6,0
1260;1260;5;;10;5,0
1261;1261;48;;9;4,5
1262;1262;51;;0;2,0
1263;1263;63;;1;4,5
1264;1264;79;;2;1,5
1265;1265;84;;10;0,75
1266;1266;47;;1;9,0
1267;1267;57;;8;8,0
1268;1268;48;;6;4,5
1269;1269;78;;0;2,0
1270;1270;38;;3;0,5
1271;1271;120;;3;8,0
1272;1272;14;;10;4,5
1273;1273;84;;5;0,75
1274;1274;42;;3;2,4
1275;1275;74;;0;3,0
1276;1276;8;;0;8,0
1277;1277;65;;7;4,5
1278;1278;21;;8;4,0
1279;1279;2;;3;4,0
1280;1280;19;;0;2,0
1281;1281;31;;10;2,0
1282;1282;88;;7;0,5
1283;1283;26;;10;4,0
1284;1284;92;;10;2,4
1285;1285;121;;8;4,0
1286;1286;108;;2;8,0
1287;1287;28;;3;2,0
1288;1288;111;;4;8,0
1289;1289;27;;10;2,0
1290;1290;106;;5;7,0
1291;1291;63;;7;4,5
1292;1292;20;;10;8,0
1293;1293;33;;1;0,8
1294;1294;91;;8;1,2
1295;1295;8;;10;8,0
1296;1296;3;;7;5,0
1297;1297;68;;8;6,0
1298;1298;107;;2;8,0
1299;1299;79;;5;1,5
1300;1300;102;;1;4,0
1301;1301;36;;0;0,5
1302;1302;117;;0;3,5
1303;1303;87;;2;0,5
1304;1304;47;;9;9,0
1305;1305;53;;8;5,0
1306;1306;48;;7;4,5
1307;1307;45;;9;2,0
1308;1308;75;;10;7,0
1309;1309;50;;9;5,6
1310;1310;64;;6;4,5
1311;1311;35;;4;1,0
1312;1312;59;;4;3,0
1313;1313;26;;1;4,0
1314;1314;27;;7;2,0
1315;1315;32;;1;5,0
1316;1316;21;;5;4,0
1317;1317;46;;8;8,0
1318;1318;115;;4;4,5
1319;1319;10;;5;0,5
1320;1320;76;;9;4,0
1321;1321;4;;9;5,0
1322;1322;26;;10;4,0
1323;1323;106;;5;7,0
1324;1324;53;;7;5,0
1325;1325;56;;5;7,0
1326;1326;18;;6;6,0
1327;1327;79;;7;1,5
1328;1328;54;;0;5,0
1329;1329;46;;9;8,0
1330;1330;5;;4;5,0
1331;1331;50;;3;5,6
1332;1332;17;;4;3,5
1333;1333;115;;1;4,5
1334;1334;73;;0;3,0
1335;1335;121;;8;4,0
1336;1336;6;;0;7,0
1337;1337;4;;1;5,0
1338;1338;68;;3;6,0
1339;1339;109;;8;3,0
1340;1340;2;;3;4,0
1341;1341;47;;5;9,0
1342;1342;79;;6;1,5
1343;1343;37;;6;0,5
1344;1344;97;;3;9,0
1345;1345;83;;2;0,8
1346;1346;94;;8;4,0
1347;1347;86;;9;0,5
1348;1348;71;;2;4,0
1349;1349;86;;3;0,5
1350;1350;15;;5;4,5
1351;1351;35;;1;1,0
1352;1352;19;;0;2,0
1353;1353;87;;5;0,5
1354;1354;45;;1;2,0
1355;1355;2;;3;4,0
1356;1356;3;;5;5,0
1357;1357;17;;5;3,5
1358;1358;124;;7;3,0
1359;1359;82;;6;5,0
1360;1360;78;;10;2,0
1361;1361;56;;3;7,0
1362;1362;26;;8;4,0
1363;1363;41;;10;1,2
1364;1364;33;;10;0,8
1365;1365;112;;3;4,0
1366;1366;116;;10;3,0
1367;1367;20;;4;8,0
1368;1368;74;;8;3,0
1369;1369;55;;0;5,0
1370;1370;67;;5;3,5
1371;1371;6;;7;7,0
1372;1372;40;;2;1,0
1373;1373;96;;8;8,0
1374;1374;38;;4;0,5
1375;1375;86;;1;0,5
1376;1376;116;;4;3,0
1377;1377;43;;3;2,3
1378;1378;98;;7;4,5
1379;1379;118;;2;6,0
1380;1380;62;;9;4,0
1381;1381;1;;0;2,0
1382;1382;108;;7;8,0
1383;1383;89;;2;0,8
1384;1384;12;;6;4,0
1385;1385;19;;5;2,0
1386;1386;121;;3;4,0
1387;1387;37;;5;0,5
1388;1388;107;;10;8,0
1389;1389;63;;0;4,5
1390;1390;23;;4;3,0
1391;1391;113;;10;4,5
1392;1392;46;;6;8,0
1393;1393;55;;8;5,0
1394;1394;27;;0;2,0
1395;1395;60;;5;0,5
1396;1396;54;;6;5,0
1397;1397;77;;0;2,0
1398;1398;6;;5;7,0
1399;1399;52;;8;4,0
1400;1400;70;;8;8,0
1401;1401;23;;3;3,0
1402;1402;18;;9;6,0
1403;1403;119;;4;2,0
1404;1404;26;;9;4,0
1405;1405;69;;8;2,0
1406;1406;72;;7;2,0
1407;1407;95;;2;2,0
1408;1408;63;;9;4,5
1409;1409;106;;4;7,0
1410;1410;15;;5;4,5
1411;1411;103;;8;5,0
1412;1412;54;;3;5,0
1413;1413;42;;3;2,4
1414;1414;92;;9;2,4
1415;1415;100;;1;5,6
1416;1416;5;;0;5,0
1417;1417;70;;4;8,0
1418;1418;89;;6;0,8
1419;1419;106;;6;7,0
1420;1420;83;;7;0,8
1421;1421;102;;2;4,0
1422;1422;98;;9;4,5
1423;1423;67;;6;3,5
1424;1424;90;;7;1,0
1425;1425;91;;6;1,2
1426;1426;44;;4;4,0
1427;1427;74;;8;3,0
1428;1428;109;;5;3,0
1429;1429;120;;6;8,0
1430;1430;106;;1;7,0
1431;1431;92;;0;2,4
1432;1432;81;;3;2,0
1433;1433;117;;0;3,5
1434;1434;65;;9;4,5
1435;1435;19;;6;2,0
1436;1436;59;;6;3,0
1437;1437;94;;5;4,0
1438;1438;87;;2;0,5
1439;1439;106;;3;7,0
1440;1440;66;;1;3,0
1441;1441;9;;8;3,0
1442;1442;63;;8;4,5
1443;1443;78;;9;2,0
1444;1444;112;;5;4,0
1445;1445;124;;6;3,0
1446;1446;29;;2;1,5
1447;1447;114;;10;4,5
1448;1448;35;;1;1,0
1449;1449;31;;7;2,0
1450;1450;114;;0;4,5
1451;1451;22;;3;2,0
1452;1452;70;;9;8,0
1453;1453;36;;2;0,5
1454;1454;21;;3;4,0
1455;1455;87;;2;0,5
1456;1456;58;;6;8,0
1457;1457;53;;3;5,0
1458;1458;91;;10;1,2
1459;1459;44;;6;4,0
1460;1460;117;;8;3,5
1461;1461;118;;8;6,0
1462;1462;52;;2;4,0
1463;1463;113;;2;4,5
1464;1464;93;;4;2,3
1465;1465;18;;4;6,0
1466;1466;5;;1;5,0
1467;1467;78;;10;2,0
1468;1468;120;;10;8,0
1469;1469;71;;3;4,0
1470;1470;119;;3;2,0
1471;1471;96;;4;8,0
1472;1472;37;;1;0,5
1473;1473;109;;9;3,0
1474;1474;66;;4;3,0
1475;1475;49;;5;3,8
1476;1476;96;;6;8,0
1477;1477;40;;8;1,0
1478;1478;2;;4;4,0
1479;1479;57;;0;8,0
1480;1480;110;;3;0,5
1481;1481;121;;4;4,0
1482;1482;15;;4;4,5
1483;1483;46;;3;8,0
1484;1484;7;;6;8,0
1485;1485;17;;2;3,5
1486;1486;54;;1;5,0
1487;1487;120;;10;8,0
1488;1488;28;;8;2,0
1489;1489;60;;3;0,5
1490;1490;73;;4;3,0
1491;1491;95;;5;2,0
1492;1492;74;;1;3,0
1493;1493;75;;0;7,0
1494;1494;122;;1;2,0
1495;1495;22;;3;2,0
1496;1496;24;;10;3,0
1497;1497;11;;3;8,0
1498;1498;28;;1;2,0
1499;1499;52;;10;4,0
1500;1500;59;;3;3,0
1501;1501;21;;6;4,0
1502;1502;47;;6;9,0
1503;1503;111;;4;8,0
1504;1504;48;;0;4,5
1505;1505;117;;9;3,5
1506;1506;29;;8;1,5
1507;1507;79;;9;1,5
1508;1508;119;;4;2,0
1509;1509;52;;6;4,0
1510;1510;18;;2;6,0
1511;1511;99;;6;3,8
1512;1512;11;;7;8,0
1513;1513;102;;2;4,0
1514;1514;53;;9;5,0
1515;1515;117;;7;3,5
1516;1516;119;;4;2,0
1517;1517;76;;1;4,0
1518;1518;95;;7;2,0
1519;1519;69;;8;2,0
1520;1520;58;;2;8,0
1521;1521;51;;7;2,0
1522;1522;20;;9;8,0
1523;1523;47;;4;9,0
1524;1524;72;;5;2,0
1525;1525;24;;3;3,0
1526;1526;31;;9;2,0
1527;1527;3;;10;5,0
1528;1528;108;;2;8,0
1529;1529;126;;6;4,0
1530;1530;10;;2;0,5
1531;1531;113;;7;4,5
1532;1532;117;;7;3,5
1533;1533;117;;10;3,5
1534;1534;18;;5;6,0
1535;1535;5;;4;5,0
1536;1536;4;;3;5,0
1537;1537;125;;5;7,0
1538;1538;85;;2;1,0
1539;1539;123;;2;3,0
1540;1540;93;;1;2,3
1541;1541;57;;1;8,0
1542;1542;12;;9;4,0
1543;1543;120;;9;8,0
1544;1544;101;;10;2,0
1545;1545;117;;2;3,5
1546;1546;42;;5;2,4
1547;1547;54;;7;5,0
1548;1548;99;;1;3,8
1549;1549;26;;3;4,0
1550;1550;38;;6;0,5
1551;1551;65;;4;4,5
1552;1552;19;;6;2,0
1553;1553;59;;3;3,0
1554;1554;15;;8;4,5
1555;1555;87;;7;0,5
1556;1556;78;;10;2,0
1557;1557;45;;1;2,0
1558;1558;80;;3;4,0
1559;1559;113;;2;4,5
1560;1560;33;;3;0,8
1561;1561;42;;0;2,4
1562;1562;43;;1;2,3
1563;1563;92;;8;2,4
1564;1564;59;;7;3,0
1565;1565;91;;8;1,2
1566;1566;122;;10;2,0
1567;1567;49;;10;3,8
1568;1568;45;;7;2,0
1569;1569;27;;3;2,0
1570;1570;2;;8;4,0
1571;1571;72;;0;2,0
1572;1572;109;;2;3,0
1573;1573;30;;5;4,0
1574;1574;84;;0;0,75
1575;1575;112;;0;4,0
1576;1576;21;;1;4,0
1577;1577;80;;0;4,0
1578;1578;58;;5;8,0
1579;1579;73;;10;3,0
1580;1580;81;;5;2,0
1581;1581;33;;0;0,8
1582;1582;2;;7;4,0
1583;1583;102;;8;4,0
1584;1584;98;;9;4,5
1585;1585;17;;3;3,5
1586;1586;4;;2;5,0
1587;1587;48;;3;4,5
1588;1588;95;;5;2,0
1589;1589;63;;4;4,5
1590;1590;110;;10;0,5
1591;1591;38;;9;0,5
1592;1592;35;;8;1,0
1593;1593;120;;4;8,0
1594;1594;114;;10;4,5
1595;1595;48;;7;4,5
1596;1596;84;;8;0,75
1597;1597;3;;1;5,0
1598;1598;21;;3;4,0
1599;1599;25;;7;7,0
1600;1600;87;;10;0,5
