BestellungID;KundeID;AllgLieferAdrID;Bestelldatum;Wunschdatum;Rabatt
51;60;311;27.01.2025;30.01.2025;3,0
52;406;381;24.01.2025;30.01.2025;0,0
53;362;808;04.01.2025;07.01.2025;1,5
54;198;498;20.01.2025;21.01.2025;2,5
55;388;600;24.01.2025;31.01.2025;0,5
56;10;1032;25.01.2025;25.01.2025;2,5
57;276;37;04.01.2025;09.01.2025;3,0
58;75;620;07.01.2025;11.01.2025;1,0
59;55;720;24.01.2025;29.01.2025;1,0
60;96;578;06.01.2025;12.01.2025;3,0
61;257;820;04.01.2025;08.01.2025;0,5
62;14;21;05.01.2025;10.01.2025;0,0
63;344;841;22.01.2025;28.01.2025;2,5
64;255;954;30.01.2025;31.01.2025;0,5
65;330;36;05.01.2025;11.01.2025;0,0
66;404;495;18.01.2025;25.01.2025;3,0
67;243;1008;12.01.2025;14.01.2025;2,5
68;199;854;10.01.2025;17.01.2025;2,5
69;206;118;25.01.2025;26.01.2025;1,0
70;86;576;05.01.2025;09.01.2025;2,5
71;124;395;19.01.2025;19.01.2025;2,0
72;128;900;23.01.2025;24.01.2025;0,0
73;334;728;13.01.2025;13.01.2025;3,0
74;247;810;12.01.2025;12.01.2025;3,0
75;279;392;09.01.2025;09.01.2025;1,5
76;95;108;09.01.2025;12.01.2025;2,5
77;255;40;18.01.2025;23.01.2025;0,0
78;1;561;16.01.2025;16.01.2025;0,0
79;102;655;28.01.2025;01.02.2025;0,5
80;125;530;25.01.2025;29.01.2025;1,0
81;304;447;08.01.2025;15.01.2025;0,0
82;253;757;20.01.2025;21.01.2025;3,0
83;353;168;20.01.2025;25.01.2025;1,0
84;14;639;08.01.2025;11.01.2025;3,0
85;81;370;03.01.2025;05.01.2025;1,0
86;58;233;18.01.2025;25.01.2025;1,5
87;51;189;27.01.2025;30.01.2025;1,5
88;56;925;16.01.2025;16.01.2025;0,0
89;131;771;13.01.2025;13.01.2025;0,0
90;41;333;25.01.2025;29.01.2025;1,5
91;292;587;08.01.2025;15.01.2025;0,0
92;143;269;10.01.2025;12.01.2025;0,0
93;250;174;18.01.2025;18.01.2025;2,0
94;192;659;03.01.2025;04.01.2025;1,0
95;158;659;29.01.2025;02.02.2025;1,5
96;162;345;31.01.2025;04.02.2025;2,5
97;300;671;07.01.2025;09.01.2025;2,0
98;165;21;28.01.2025;04.02.2025;0,0
99;267;500;09.01.2025;13.01.2025;0,0
100;139;533;31.01.2025;07.02.2025;3,0
101;147;432;27.01.2025;29.01.2025;0,5
102;252;482;02.01.2025;09.01.2025;2,5
103;348;146;12.01.2025;16.01.2025;2,5
104;400;825;27.01.2025;03.02.2025;0,0
105;236;882;01.01.2025;05.01.2025;0,0
106;353;270;10.01.2025;14.01.2025;0,0
107;217;415;14.01.2025;19.01.2025;1,5
108;260;627;23.01.2025;27.01.2025;0,5
109;144;824;27.01.2025;02.02.2025;2,5
110;120;439;27.01.2025;01.02.2025;0,5
111;285;1003;30.01.2025;03.02.2025;0,5
112;46;186;16.01.2025;20.01.2025;2,0
113;181;304;25.01.2025;27.01.2025;1,5
114;320;989;31.01.2025;06.02.2025;1,5
115;135;286;27.01.2025;27.01.2025;1,0
116;393;899;28.01.2025;02.02.2025;2,0
117;347;663;02.01.2025;03.01.2025;2,0
118;83;785;13.01.2025;14.01.2025;3,0
119;73;6;04.01.2025;08.01.2025;1,0
120;269;903;12.01.2025;15.01.2025;2,5
121;119;992;10.01.2025;14.01.2025;0,0
122;315;924;19.01.2025;26.01.2025;0,5
123;69;512;24.01.2025;26.01.2025;3,0
124;285;878;25.01.2025;25.01.2025;1,5
125;338;263;09.01.2025;15.01.2025;3,0
126;276;691;10.01.2025;17.01.2025;2,5
127;79;725;12.01.2025;16.01.2025;3,0
128;62;502;12.01.2025;19.01.2025;0,5
129;139;397;10.01.2025;12.01.2025;0,0
130;189;597;05.01.2025;12.01.2025;3,0
131;309;910;12.01.2025;12.01.2025;1,5
132;182;407;21.01.2025;24.01.2025;2,0
133;284;837;24.01.2025;26.01.2025;3,0
134;143;73;01.01.2025;07.01.2025;0,0
135;335;321;24.01.2025;25.01.2025;2,0
136;26;785;27.01.2025;28.01.2025;1,0
137;353;617;28.01.2025;28.01.2025;1,5
138;231;777;14.01.2025;15.01.2025;1,0
139;208;209;19.01.2025;20.01.2025;0,0
140;122;417;25.01.2025;31.01.2025;1,0
141;357;699;24.01.2025;26.01.2025;2,0
142;98;652;21.01.2025;22.01.2025;1,5
143;282;523;08.01.2025;13.01.2025;3,0
144;27;301;23.01.2025;26.01.2025;0,5
145;3;746;05.01.2025;08.01.2025;1,0
146;281;240;15.01.2025;21.01.2025;2,5
147;48;537;31.01.2025;05.02.2025;1,0
148;49;960;22.01.2025;28.01.2025;0,5
149;387;764;18.01.2025;25.01.2025;2,5
150;12;551;30.01.2025;03.02.2025;1,5
151;92;513;08.01.2025;14.01.2025;2,5
152;137;108;11.01.2025;12.01.2025;0,5
153;338;184;09.01.2025;12.01.2025;2,5
154;215;137;28.01.2025;31.01.2025;1,5
155;19;813;22.01.2025;26.01.2025;0,5
156;61;366;20.01.2025;21.01.2025;2,0
157;352;478;01.01.2025;08.01.2025;0,0
158;17;972;31.01.2025;04.02.2025;1,5
159;71;894;25.01.2025;28.01.2025;3,0
160;307;240;18.01.2025;25.01.2025;1,0
161;237;1019;31.01.2025;05.02.2025;2,0
162;151;237;29.01.2025;05.02.2025;0,5
163;260;218;05.01.2025;05.01.2025;1,5
164;182;95;17.01.2025;23.01.2025;3,0
165;291;779;20.01.2025;26.01.2025;3,0
166;133;568;28.01.2025;02.02.2025;2,5
167;29;759;16.01.2025;20.01.2025;2,5
168;321;745;07.01.2025;11.01.2025;0,0
169;155;776;03.01.2025;03.01.2025;0,0
170;98;713;10.01.2025;16.01.2025;3,0
171;79;554;27.01.2025;29.01.2025;1,5
172;327;385;08.01.2025;14.01.2025;1,0
173;265;804;25.01.2025;26.01.2025;2,5
174;112;543;16.01.2025;22.01.2025;3,0
175;343;591;03.01.2025;10.01.2025;3,0
176;232;287;16.01.2025;22.01.2025;0,0
177;13;596;18.01.2025;21.01.2025;3,0
178;264;983;18.01.2025;22.01.2025;0,0
179;181;616;06.01.2025;07.01.2025;3,0
180;382;446;21.01.2025;21.01.2025;2,0
181;77;494;21.01.2025;21.01.2025;2,5
182;179;181;29.01.2025;30.01.2025;1,0
183;326;666;01.01.2025;03.01.2025;0,0
184;405;173;23.01.2025;25.01.2025;1,0
185;27;168;20.01.2025;26.01.2025;2,5
186;243;834;15.01.2025;21.01.2025;2,0
187;75;492;15.01.2025;18.01.2025;0,0
188;303;745;30.01.2025;03.02.2025;0,5
189;54;15;06.01.2025;12.01.2025;0,5
190;257;717;12.01.2025;17.01.2025;2,0
191;233;894;14.01.2025;14.01.2025;2,0
192;182;24;13.01.2025;18.01.2025;3,0
193;248;366;26.01.2025;02.02.2025;1,0
194;211;610;08.01.2025;14.01.2025;2,0
195;92;278;30.01.2025;02.02.2025;3,0
196;319;639;05.01.2025;12.01.2025;0,0
197;138;644;03.01.2025;07.01.2025;2,0
198;259;51;20.01.2025;24.01.2025;0,5
199;236;165;27.01.2025;03.02.2025;1,5
200;104;1028;12.01.2025;15.01.2025;2,5
201;121;595;21.01.2025;22.01.2025;0,0
202;90;436;22.01.2025;22.01.2025;2,5
203;355;968;02.01.2025;02.01.2025;2,0
204;406;193;31.01.2025;31.01.2025;0,5
205;315;208;20.01.2025;26.01.2025;1,0
206;204;176;27.01.2025;02.02.2025;2,0
207;402;609;31.01.2025;01.02.2025;2,5
208;366;807;12.01.2025;18.01.2025;1,5
209;296;866;21.01.2025;21.01.2025;0,5
210;126;102;24.01.2025;30.01.2025;2,0
211;271;881;21.01.2025;26.01.2025;1,0
212;49;455;04.01.2025;05.01.2025;1,5
213;33;526;13.01.2025;20.01.2025;2,0
214;212;434;13.01.2025;17.01.2025;1,0
215;212;258;26.01.2025;29.01.2025;0,0
216;264;679;14.01.2025;20.01.2025;2,0
217;205;724;11.01.2025;12.01.2025;0,0
218;295;96;13.01.2025;13.01.2025;0,5
219;66;109;23.01.2025;24.01.2025;0,5
220;42;986;21.01.2025;27.01.2025;1,0
221;406;736;22.01.2025;23.01.2025;2,5
222;168;564;28.01.2025;03.02.2025;3,0
223;126;350;18.01.2025;19.01.2025;1,0
224;60;552;19.01.2025;21.01.2025;2,0
225;50;672;02.01.2025;08.01.2025;0,5
226;384;312;10.01.2025;17.01.2025;3,0
227;225;418;05.01.2025;07.01.2025;2,5
228;112;453;27.01.2025;03.02.2025;0,0
229;292;1001;30.01.2025;04.02.2025;0,5
230;282;1035;15.01.2025;19.01.2025;3,0
231;355;105;04.01.2025;11.01.2025;0,5
232;290;979;18.01.2025;19.01.2025;0,0
233;310;8;08.01.2025;08.01.2025;0,5
234;51;253;07.01.2025;12.01.2025;3,0
235;203;33;26.01.2025;28.01.2025;1,0
236;251;891;24.01.2025;25.01.2025;3,0
237;151;795;02.01.2025;03.01.2025;2,5
238;255;758;21.01.2025;25.01.2025;1,0
239;370;278;05.01.2025;10.01.2025;0,0
240;39;445;22.01.2025;23.01.2025;0,5
241;315;323;08.01.2025;14.01.2025;0,0
242;10;40;11.01.2025;14.01.2025;0,5
243;236;116;06.01.2025;11.01.2025;0,0
244;226;217;26.01.2025;31.01.2025;0,5
245;179;739;08.01.2025;09.01.2025;1,5
246;250;156;31.01.2025;04.02.2025;2,5
247;49;55;25.01.2025;31.01.2025;3,0
248;117;626;19.01.2025;19.01.2025;2,0
249;296;136;28.01.2025;31.01.2025;0,5
250;346;243;15.01.2025;21.01.2025;2,5
251;62;756;30.01.2025;06.02.2025;1,5
252;269;61;15.01.2025;18.01.2025;1,5
253;339;433;06.01.2025;09.01.2025;2,5
254;283;73;18.01.2025;22.01.2025;3,0
255;402;967;24.01.2025;27.01.2025;2,0
256;373;81;02.01.2025;04.01.2025;3,0
257;165;992;22.01.2025;25.01.2025;1,0
258;182;381;25.01.2025;31.01.2025;0,5
259;273;128;02.01.2025;08.01.2025;2,5
260;249;517;23.01.2025;30.01.2025;1,5
261;288;951;04.01.2025;05.01.2025;2,5
262;50;587;21.01.2025;22.01.2025;1,5
263;214;451;30.01.2025;03.02.2025;2,0
264;244;981;06.01.2025;08.01.2025;1,5
265;265;840;12.01.2025;16.01.2025;2,0
266;211;272;24.01.2025;27.01.2025;3,0
267;73;776;12.01.2025;13.01.2025;3,0
268;106;450;09.01.2025;11.01.2025;0,5
269;316;6;13.01.2025;20.01.2025;2,5
270;166;958;20.01.2025;25.01.2025;0,0
271;164;537;21.01.2025;24.01.2025;2,5
272;291;721;12.01.2025;12.01.2025;0,5
273;206;56;31.01.2025;04.02.2025;2,0
274;200;580;28.01.2025;29.01.2025;3,0
275;118;751;20.01.2025;24.01.2025;1,5
276;245;1012;24.01.2025;30.01.2025;1,5
277;311;99;22.01.2025;22.01.2025;3,0
278;313;1025;05.01.2025;08.01.2025;3,0
279;280;724;31.01.2025;03.02.2025;2,5
280;292;425;22.01.2025;26.01.2025;2,5
281;360;892;20.01.2025;27.01.2025;0,5
282;174;525;11.01.2025;15.01.2025;2,0
283;18;442;16.01.2025;20.01.2025;3,0
284;122;1016;18.01.2025;25.01.2025;0,5
285;113;516;30.01.2025;01.02.2025;0,0
286;348;658;08.01.2025;13.01.2025;3,0
287;233;295;24.01.2025;31.01.2025;0,5
288;187;459;04.01.2025;08.01.2025;3,0
289;80;106;27.01.2025;01.02.2025;1,0
290;216;688;19.01.2025;22.01.2025;0,5
291;289;1;03.01.2025;08.01.2025;2,5
292;126;355;11.01.2025;16.01.2025;0,0
293;38;652;30.01.2025;31.01.2025;3,0
294;34;1016;11.01.2025;12.01.2025;0,0
295;121;765;08.01.2025;11.01.2025;2,0
296;242;528;10.01.2025;12.01.2025;2,5
297;315;178;25.01.2025;28.01.2025;0,0
298;331;20;23.01.2025;26.01.2025;0,5
299;373;641;14.01.2025;21.01.2025;1,0
300;405;963;21.01.2025;28.01.2025;0,0
301;173;121;27.01.2025;28.01.2025;3,0
302;247;104;16.01.2025;21.01.2025;2,5
303;281;992;03.01.2025;08.01.2025;1,0
304;220;517;31.01.2025;03.02.2025;1,0
305;3;849;17.01.2025;24.01.2025;3,0
306;120;711;10.01.2025;17.01.2025;3,0
307;348;622;20.01.2025;24.01.2025;3,0
308;122;556;18.01.2025;23.01.2025;0,0
309;183;469;05.01.2025;07.01.2025;1,5
310;365;584;17.01.2025;20.01.2025;2,0
311;343;1019;09.01.2025;11.01.2025;1,5
312;224;346;29.01.2025;30.01.2025;2,0
313;281;389;09.01.2025;16.01.2025;1,5
314;110;581;28.01.2025;30.01.2025;0,0
315;68;690;29.01.2025;03.02.2025;3,0
316;328;1023;06.01.2025;09.01.2025;2,0
317;350;602;29.01.2025;02.02.2025;0,0
318;182;15;28.01.2025;30.01.2025;2,0
319;335;1017;05.01.2025;07.01.2025;0,0
320;52;893;08.01.2025;11.01.2025;1,5
321;54;419;22.01.2025;23.01.2025;0,5
322;356;473;05.01.2025;12.01.2025;3,0
323;382;359;06.01.2025;11.01.2025;3,0
324;220;418;23.01.2025;27.01.2025;3,0
325;141;423;02.01.2025;08.01.2025;2,5
326;318;775;22.01.2025;29.01.2025;2,0
327;327;549;13.01.2025;16.01.2025;1,0
328;248;312;23.01.2025;25.01.2025;1,0
329;36;958;15.01.2025;20.01.2025;1,0
330;183;232;07.01.2025;12.01.2025;1,0
331;91;523;12.01.2025;14.01.2025;1,0
332;234;586;04.01.2025;09.01.2025;2,0
333;406;830;17.01.2025;18.01.2025;2,0
334;195;869;06.01.2025;08.01.2025;1,0
335;295;149;08.01.2025;12.01.2025;2,0
336;133;447;03.01.2025;03.01.2025;2,5
337;10;867;19.01.2025;21.01.2025;0,0
338;83;788;16.01.2025;22.01.2025;0,5
339;331;51;12.01.2025;13.01.2025;1,0
340;408;494;13.01.2025;16.01.2025;1,5
341;190;251;24.01.2025;29.01.2025;2,0
342;53;663;29.01.2025;01.02.2025;2,0
343;368;155;02.01.2025;08.01.2025;3,0
344;350;857;16.01.2025;22.01.2025;0,5
345;369;183;20.01.2025;23.01.2025;2,0
346;124;917;20.01.2025;23.01.2025;1,0
347;245;284;21.01.2025;22.01.2025;1,5
348;111;262;12.01.2025;18.01.2025;1,5
349;61;1001;24.01.2025;27.01.2025;1,5
350;333;752;08.01.2025;12.01.2025;1,0
351;261;469;20.01.2025;20.01.2025;3,0
352;385;483;06.01.2025;06.01.2025;1,0
353;191;996;27.01.2025;28.01.2025;1,0
354;409;593;04.01.2025;07.01.2025;3,0
355;196;1009;23.01.2025;27.01.2025;0,0
356;213;165;24.01.2025;28.01.2025;1,0
357;194;161;19.01.2025;21.01.2025;0,5
358;404;117;04.01.2025;08.01.2025;2,0
359;336;583;11.01.2025;11.01.2025;1,0
360;305;519;11.01.2025;14.01.2025;0,5
361;350;709;11.01.2025;11.01.2025;2,0
362;192;686;03.01.2025;03.01.2025;2,5
363;36;656;06.01.2025;06.01.2025;3,0
364;327;34;13.01.2025;14.01.2025;2,5
365;104;411;23.01.2025;25.01.2025;3,0
366;67;81;11.01.2025;16.01.2025;2,0
367;383;346;30.01.2025;01.02.2025;2,5
368;175;786;25.01.2025;27.01.2025;0,0
369;23;999;19.01.2025;22.01.2025;2,0
370;113;37;02.01.2025;06.01.2025;3,0
371;223;368;31.01.2025;06.02.2025;0,5
372;133;348;12.01.2025;14.01.2025;0,0
373;203;386;22.01.2025;29.01.2025;2,5
374;35;1013;18.01.2025;18.01.2025;3,0
375;47;821;07.01.2025;11.01.2025;3,0
376;71;674;29.01.2025;30.01.2025;0,0
377;91;856;06.01.2025;06.01.2025;0,5
378;50;201;21.01.2025;24.01.2025;0,5
379;251;675;24.01.2025;27.01.2025;0,0
380;73;105;18.01.2025;25.01.2025;0,0
381;11;412;26.01.2025;28.01.2025;0,5
382;214;987;09.01.2025;11.01.2025;2,0
383;277;49;17.01.2025;18.01.2025;0,5
384;106;12;15.01.2025;20.01.2025;0,0
385;409;874;24.01.2025;27.01.2025;0,5
386;388;573;29.01.2025;04.02.2025;1,5
387;104;575;11.01.2025;18.01.2025;0,0
388;318;976;09.01.2025;09.01.2025;0,5
389;190;353;07.01.2025;14.01.2025;2,0
390;354;957;26.01.2025;30.01.2025;2,0
391;189;238;20.01.2025;23.01.2025;1,0
392;274;200;13.01.2025;18.01.2025;2,0
393;157;798;30.01.2025;03.02.2025;1,0
394;237;695;22.01.2025;23.01.2025;3,0
395;134;683;15.01.2025;17.01.2025;2,5
396;373;253;28.01.2025;04.02.2025;2,0
397;140;795;21.01.2025;27.01.2025;0,5
398;334;738;30.01.2025;03.02.2025;1,0
399;251;78;27.01.2025;01.02.2025;0,0
400;345;870;16.01.2025;16.01.2025;0,5
401;355;320;22.01.2025;28.01.2025;3,0
402;57;381;23.01.2025;30.01.2025;1,0
403;363;608;04.01.2025;05.01.2025;0,0
404;198;568;21.01.2025;21.01.2025;0,5
405;241;331;12.01.2025;19.01.2025;1,5
406;151;905;01.01.2025;05.01.2025;0,0
407;105;301;30.01.2025;06.02.2025;2,0
408;89;102;20.01.2025;25.01.2025;1,5
409;311;26;29.01.2025;31.01.2025;1,0
410;147;477;08.01.2025;12.01.2025;0,0
411;190;721;29.01.2025;02.02.2025;2,0
412;158;189;13.01.2025;13.01.2025;2,5
413;282;413;14.01.2025;14.01.2025;1,5
414;392;704;06.01.2025;07.01.2025;2,5
415;341;86;22.01.2025;22.01.2025;1,0
416;48;374;26.01.2025;26.01.2025;0,5
417;18;886;22.01.2025;27.01.2025;0,0
418;143;595;25.01.2025;28.01.2025;0,0
419;346;634;27.01.2025;28.01.2025;0,0
420;93;31;19.01.2025;23.01.2025;1,5
421;258;125;19.01.2025;20.01.2025;1,0
422;381;295;20.01.2025;24.01.2025;1,5
423;119;107;20.01.2025;20.01.2025;1,5
424;203;446;22.01.2025;26.01.2025;1,5
425;191;977;25.01.2025;01.02.2025;0,5
426;221;592;23.01.2025;27.01.2025;2,0
427;42;1009;13.01.2025;18.01.2025;1,0
428;330;162;06.01.2025;12.01.2025;3,0
429;60;720;20.01.2025;27.01.2025;0,0
430;57;854;20.01.2025;27.01.2025;1,5
431;279;562;23.01.2025;30.01.2025;2,0
432;148;127;29.01.2025;31.01.2025;0,5
433;167;623;17.01.2025;18.01.2025;1,5
434;242;460;06.01.2025;13.01.2025;2,0
435;238;746;10.01.2025;12.01.2025;1,0
436;174;935;04.01.2025;11.01.2025;0,5
437;256;55;21.01.2025;27.01.2025;3,0
438;183;116;04.01.2025;07.01.2025;0,5
439;354;479;06.01.2025;09.01.2025;3,0
440;9;71;16.01.2025;17.01.2025;1,5
441;273;753;09.01.2025;13.01.2025;2,5
442;346;78;10.01.2025;12.01.2025;0,0
443;127;581;26.01.2025;30.01.2025;2,0
444;250;48;29.01.2025;31.01.2025;1,0
445;165;217;21.01.2025;21.01.2025;0,5
446;404;387;10.01.2025;11.01.2025;2,0
447;295;697;12.01.2025;17.01.2025;1,5
448;52;465;13.01.2025;16.01.2025;2,0
449;89;437;07.01.2025;10.01.2025;3,0
450;363;157;30.01.2025;06.02.2025;1,0
451;146;300;21.01.2025;28.01.2025;0,0
452;380;900;11.01.2025;13.01.2025;0,5
453;280;276;15.01.2025;20.01.2025;1,0
454;133;620;16.01.2025;19.01.2025;0,5
455;75;782;31.01.2025;02.02.2025;1,5
456;408;512;13.01.2025;17.01.2025;0,0
457;404;41;31.01.2025;01.02.2025;2,0
458;176;531;08.01.2025;08.01.2025;2,0
459;228;271;09.01.2025;12.01.2025;1,5
460;279;898;08.01.2025;10.01.2025;0,0
461;228;541;23.01.2025;30.01.2025;1,0
462;110;959;10.01.2025;14.01.2025;1,0
463;84;197;18.01.2025;23.01.2025;3,0
464;302;245;24.01.2025;27.01.2025;2,5
465;208;307;24.01.2025;31.01.2025;2,5
466;152;570;11.01.2025;11.01.2025;2,5
467;122;486;08.01.2025;11.01.2025;2,5
468;25;142;14.01.2025;15.01.2025;2,5
469;82;117;01.01.2025;08.01.2025;1,0
470;135;988;24.01.2025;24.01.2025;3,0
471;56;606;26.01.2025;29.01.2025;2,0
472;346;160;31.01.2025;05.02.2025;1,5
473;16;370;10.01.2025;15.01.2025;0,0
474;84;504;22.01.2025;22.01.2025;0,5
475;358;648;15.01.2025;19.01.2025;1,0
476;267;340;30.01.2025;31.01.2025;1,5
477;267;1;19.01.2025;20.01.2025;1,0
478;193;336;26.01.2025;27.01.2025;3,0
479;360;371;04.01.2025;08.01.2025;0,0
480;78;268;19.01.2025;26.01.2025;0,5
481;363;545;23.01.2025;27.01.2025;0,0
482;70;226;30.01.2025;06.02.2025;0,5
483;312;914;24.01.2025;31.01.2025;1,0
484;259;969;30.01.2025;04.02.2025;3,0
485;398;615;16.01.2025;23.01.2025;0,5
486;242;1014;19.01.2025;22.01.2025;1,0
487;348;444;31.01.2025;01.02.2025;3,0
488;407;728;09.01.2025;10.01.2025;3,0
489;171;988;29.01.2025;05.02.2025;0,0
490;168;581;19.01.2025;21.01.2025;1,5
491;125;560;22.01.2025;28.01.2025;3,0
492;146;981;14.01.2025;20.01.2025;2,5
493;55;254;17.01.2025;21.01.2025;2,5
494;130;607;22.01.2025;29.01.2025;0,5
495;304;644;13.01.2025;17.01.2025;2,0
496;236;919;01.01.2025;02.01.2025;0,5
497;221;71;29.01.2025;30.01.2025;1,5
498;13;386;29.01.2025;04.02.2025;0,0
499;308;205;01.01.2025;06.01.2025;2,0
500;36;360;13.01.2025;17.01.2025;3,0
501;315;1014;12.01.2025;19.01.2025;3,0
502;220;993;14.01.2025;17.01.2025;3,0
503;173;377;19.01.2025;22.01.2025;2,5
504;410;960;28.01.2025;31.01.2025;3,0
505;370;10;19.01.2025;26.01.2025;3,0
506;50;239;21.01.2025;25.01.2025;2,0
507;113;574;13.01.2025;16.01.2025;0,0
508;365;171;10.01.2025;16.01.2025;2,5
509;357;1031;03.01.2025;05.01.2025;2,5
510;250;483;12.01.2025;18.01.2025;1,5
511;310;634;03.01.2025;06.01.2025;0,0
512;362;927;12.01.2025;13.01.2025;2,5
513;3;394;22.01.2025;25.01.2025;0,5
514;165;65;18.01.2025;25.01.2025;2,0
515;80;665;28.01.2025;03.02.2025;2,0
516;253;293;30.01.2025;02.02.2025;0,5
517;355;342;24.01.2025;26.01.2025;2,5
518;307;138;19.01.2025;26.01.2025;2,5
519;308;256;11.01.2025;15.01.2025;1,5
520;116;235;18.01.2025;21.01.2025;1,5
521;13;227;03.01.2025;10.01.2025;1,5
522;349;585;15.01.2025;20.01.2025;1,0
523;323;575;01.01.2025;04.01.2025;0,5
524;374;132;29.01.2025;30.01.2025;1,0
525;318;586;24.01.2025;25.01.2025;1,0
526;336;20;28.01.2025;02.02.2025;0,5
527;168;861;27.01.2025;29.01.2025;1,0
528;291;346;25.01.2025;31.01.2025;0,0
529;33;198;16.01.2025;19.01.2025;3,0
530;136;896;05.01.2025;11.01.2025;0,5
531;200;362;11.01.2025;12.01.2025;2,0
532;256;857;12.01.2025;15.01.2025;0,5
533;269;64;30.01.2025;02.02.2025;3,0
534;137;144;07.01.2025;12.01.2025;1,0
535;207;265;03.01.2025;05.01.2025;3,0
536;130;276;25.01.2025;29.01.2025;0,0
537;311;179;06.01.2025;09.01.2025;0,0
538;144;109;19.01.2025;21.01.2025;3,0
539;102;202;14.01.2025;21.01.2025;1,5
540;400;930;28.01.2025;03.02.2025;0,0
541;191;478;14.01.2025;16.01.2025;3,0
542;19;489;30.01.2025;05.02.2025;1,5
543;177;702;25.01.2025;28.01.2025;2,5
544;114;42;26.01.2025;02.02.2025;0,5
545;340;254;17.01.2025;17.01.2025;0,5
546;84;250;27.01.2025;30.01.2025;0,0
547;270;371;15.01.2025;15.01.2025;1,0
548;239;294;10.01.2025;17.01.2025;1,0
549;204;661;19.01.2025;25.01.2025;2,0
550;372;493;23.01.2025;25.01.2025;2,5
551;286;630;26.01.2025;30.01.2025;2,0
552;12;894;17.01.2025;24.01.2025;1,0
553;52;167;31.01.2025;01.02.2025;0,0
554;46;908;04.01.2025;08.01.2025;0,5
555;279;380;18.01.2025;24.01.2025;1,0
556;49;461;13.01.2025;19.01.2025;1,0
557;261;673;01.01.2025;01.01.2025;2,5
558;356;520;18.01.2025;18.01.2025;3,0
559;99;959;09.01.2025;13.01.2025;1,5
560;341;925;18.01.2025;20.01.2025;1,5
561;41;126;24.01.2025;30.01.2025;0,5
562;18;784;27.01.2025;30.01.2025;2,5
563;132;320;27.01.2025;01.02.2025;3,0
564;215;1029;17.01.2025;22.01.2025;3,0
565;401;35;01.01.2025;01.01.2025;0,0
566;107;988;09.01.2025;16.01.2025;0,0
567;203;401;08.01.2025;10.01.2025;0,5
568;28;138;09.01.2025;15.01.2025;0,0
569;316;123;08.01.2025;08.01.2025;3,0
570;400;337;31.01.2025;05.02.2025;0,5
571;34;665;25.01.2025;29.01.2025;0,5
572;133;162;14.01.2025;14.01.2025;0,5
573;390;300;19.01.2025;20.01.2025;0,5
574;206;529;02.01.2025;08.01.2025;2,5
575;263;186;06.01.2025;07.01.2025;2,0
576;339;959;01.01.2025;02.01.2025;3,0
577;159;846;22.01.2025;24.01.2025;0,0
578;284;779;10.01.2025;17.01.2025;2,5
