BestellungID;KundeID;AllgLieferAdrID;Bestelldatum;Wunschdatum;Rabatt
3712;185;233;24.01.2025;26.01.2025;0,5
3713;371;936;25.01.2025;27.01.2025;0,0
3714;37;429;25.01.2025;31.01.2025;2,5
3715;35;130;27.01.2025;29.01.2025;0,5
3716;139;153;26.01.2025;31.01.2025;2,5
3717;125;139;23.01.2025;23.01.2025;1,5
3718;134;344;24.01.2025;25.01.2025;0,5
3719;200;44;19.01.2025;19.01.2025;2,5
3720;79;24;23.01.2025;24.01.2025;1,0
3721;371;936;30.01.2025;30.01.2025;2,5
3722;173;410;21.01.2025;28.01.2025;1,5
3723;32;417;24.01.2025;28.01.2025;0,5
3724;128;92;25.01.2025;25.01.2025;0,0
3725;319;819;27.01.2025;01.02.2025;0,0
3726;52;336;30.01.2025;01.02.2025;3,0
3727;302;802;28.01.2025;01.02.2025;1,0
3728;73;53;16.01.2025;19.01.2025;2,5
3729;45;48;24.01.2025;27.01.2025;1,0
3730;98;87;18.01.2025;25.01.2025;0,5
3731;339;839;24.01.2025;30.01.2025;0,5
3732;228;366;17.01.2025;20.01.2025;0,5
3733;178;184;19.01.2025;26.01.2025;0,5
3734;314;814;22.01.2025;24.01.2025;0,5
3735;5;287;22.01.2025;28.01.2025;1,0
3736;230;621;26.01.2025;27.01.2025;0,5
3737;197;258;27.01.2025;31.01.2025;3,0
3738;175;218;17.01.2025;20.01.2025;0,5
3739;218;182;31.01.2025;01.02.2025;1,5
3740;179;14;30.01.2025;31.01.2025;3,0
3741;174;123;22.01.2025;28.01.2025;2,0
3742;145;179;29.01.2025;31.01.2025;1,0
3743;406;971;25.01.2025;26.01.2025;1,0
3744;353;918;19.01.2025;19.01.2025;1,5
3745;366;931;25.01.2025;28.01.2025;0,0
3746;383;948;31.01.2025;02.02.2025;0,5
3747;181;96;24.01.2025;24.01.2025;2,5
3748;61;342;23.01.2025;25.01.2025;1,0
3749;329;829;30.01.2025;03.02.2025;0,5
3750;16;140;21.01.2025;23.01.2025;1,0
3751;291;149;29.01.2025;04.02.2025;1,5
3752;400;965;27.01.2025;31.01.2025;3,0
3753;40;528;22.01.2025;22.01.2025;2,0
3754;410;975;22.01.2025;23.01.2025;3,0
3755;258;561;27.01.2025;29.01.2025;2,0
3756;324;824;22.01.2025;22.01.2025;2,0
3757;247;257;18.01.2025;22.01.2025;3,0
3758;85;101;19.01.2025;25.01.2025;2,0
3759;298;105;20.01.2025;23.01.2025;1,5
3760;342;842;29.01.2025;04.02.2025;0,5
3761;346;846;27.01.2025;28.01.2025;3,0
3762;224;183;19.01.2025;23.01.2025;2,5
3763;15;50;17.01.2025;20.01.2025;2,0
3764;386;951;22.01.2025;25.01.2025;1,0
3765;219;367;17.01.2025;21.01.2025;0,5
3766;296;387;21.01.2025;26.01.2025;2,0
3767;273;241;15.01.2025;18.01.2025;1,5
3768;73;53;26.01.2025;31.01.2025;1,5
3769;141;86;30.01.2025;05.02.2025;0,5
3770;270;212;17.01.2025;17.01.2025;3,0
3771;155;51;30.01.2025;03.02.2025;1,0
3772;252;467;21.01.2025;21.01.2025;2,0
3773;347;847;24.01.2025;30.01.2025;2,0
3774;269;114;18.01.2025;18.01.2025;1,5
3775;164;232;17.01.2025;20.01.2025;1,0
3776;65;421;28.01.2025;28.01.2025;2,0
3777;372;937;26.01.2025;28.01.2025;0,0
3778;47;6;27.01.2025;28.01.2025;0,0
3779;369;934;16.01.2025;17.01.2025;0,0
3780;115;213;24.01.2025;27.01.2025;2,5
3781;50;355;30.01.2025;30.01.2025;2,0
3782;185;233;20.01.2025;20.01.2025;1,0
3783;268;135;27.01.2025;01.02.2025;0,5
3784;174;123;27.01.2025;01.02.2025;0,0
3785;283;416;17.01.2025;21.01.2025;2,0
3786;135;94;15.01.2025;18.01.2025;2,5
3787;341;841;23.01.2025;25.01.2025;1,0
3788;16;140;29.01.2025;30.01.2025;1,5
3789;262;312;31.01.2025;03.02.2025;1,5
3790;394;959;30.01.2025;01.02.2025;2,5
3791;163;68;19.01.2025;23.01.2025;0,0
3792;142;185;30.01.2025;01.02.2025;0,5
3793;384;949;29.01.2025;05.02.2025;1,0
3794;210;133;31.01.2025;05.02.2025;2,5
3795;198;328;20.01.2025;22.01.2025;1,0
3796;321;821;16.01.2025;22.01.2025;1,0
3797;395;960;22.01.2025;23.01.2025;1,0
3798;166;12;27.01.2025;27.01.2025;2,5
3799;74;164;18.01.2025;20.01.2025;3,0
3800;300;337;17.01.2025;19.01.2025;0,5
3801;77;203;26.01.2025;30.01.2025;1,5
3802;25;85;17.01.2025;17.01.2025;3,0
3803;16;140;23.01.2025;24.01.2025;3,0
3804;390;955;28.01.2025;28.01.2025;1,5
3805;358;923;18.01.2025;22.01.2025;1,0
3806;65;421;23.01.2025;25.01.2025;0,0
3807;258;561;22.01.2025;24.01.2025;0,0
3808;301;801;18.01.2025;22.01.2025;3,0
3809;80;266;30.01.2025;05.02.2025;2,5
3810;279;161;16.01.2025;23.01.2025;0,5
3811;275;402;23.01.2025;24.01.2025;2,0
3812;229;434;17.01.2025;18.01.2025;0,5
3813;40;528;31.01.2025;07.02.2025;2,5
3814;145;179;25.01.2025;30.01.2025;3,0
3815;337;837;21.01.2025;26.01.2025;2,0
3816;2;275;18.01.2025;20.01.2025;2,5
3817;211;649;19.01.2025;19.01.2025;0,5
3818;44;159;28.01.2025;31.01.2025;0,0
3819;355;920;31.01.2025;07.02.2025;0,5
3820;341;841;21.01.2025;28.01.2025;0,0
3821;182;31;25.01.2025;01.02.2025;0,0
3822;175;218;22.01.2025;22.01.2025;2,5
3823;169;244;25.01.2025;31.01.2025;0,5
3824;233;40;20.01.2025;26.01.2025;1,0
3825;115;213;25.01.2025;31.01.2025;0,0
3826;323;823;28.01.2025;31.01.2025;1,5
3827;126;206;29.01.2025;30.01.2025;0,5
3828;210;133;30.01.2025;01.02.2025;1,5
3829;200;44;21.01.2025;27.01.2025;2,0
3830;343;843;20.01.2025;23.01.2025;1,5
3831;167;369;20.01.2025;27.01.2025;2,0
3832;59;265;25.01.2025;25.01.2025;1,0
3833;178;184;22.01.2025;25.01.2025;0,5
3834;363;928;29.01.2025;30.01.2025;2,5
3835;207;15;27.01.2025;30.01.2025;0,0
3836;379;944;24.01.2025;30.01.2025;1,0
3837;198;328;27.01.2025;30.01.2025;2,5
3838;197;258;25.01.2025;01.02.2025;1,5
3839;106;46;25.01.2025;01.02.2025;1,0
3840;347;847;26.01.2025;02.02.2025;0,0
3841;181;96;30.01.2025;06.02.2025;0,0
3842;180;292;15.01.2025;19.01.2025;2,5
3843;174;123;22.01.2025;25.01.2025;0,5
3844;133;63;19.01.2025;25.01.2025;1,5
3845;38;215;27.01.2025;02.02.2025;0,0
3846;189;52;17.01.2025;17.01.2025;0,5
3847;78;361;18.01.2025;23.01.2025;0,5
3848;286;485;31.01.2025;01.02.2025;1,5
3849;384;949;17.01.2025;21.01.2025;0,5
3850;389;954;31.01.2025;03.02.2025;1,5
3851;111;119;15.01.2025;17.01.2025;2,5
3852;117;10;24.01.2025;25.01.2025;1,0
3853;74;164;23.01.2025;26.01.2025;3,0
3854;277;197;17.01.2025;20.01.2025;2,5
3855;261;4;17.01.2025;19.01.2025;3,0
3856;303;803;29.01.2025;05.02.2025;1,5
3857;356;921;27.01.2025;31.01.2025;3,0
3858;380;945;22.01.2025;22.01.2025;2,5
3859;291;149;20.01.2025;25.01.2025;2,0
3860;193;201;22.01.2025;29.01.2025;1,5
3861;254;99;25.01.2025;27.01.2025;2,0
3862;307;807;17.01.2025;21.01.2025;3,0
3863;205;97;17.01.2025;21.01.2025;3,0
3864;56;117;29.01.2025;01.02.2025;1,0
3865;365;930;28.01.2025;01.02.2025;1,5
3866;28;103;23.01.2025;25.01.2025;1,5
3867;358;923;22.01.2025;29.01.2025;2,5
3868;251;247;22.01.2025;27.01.2025;0,5
3869;59;265;17.01.2025;19.01.2025;2,0
3870;133;63;17.01.2025;22.01.2025;2,5
3871;12;239;22.01.2025;24.01.2025;1,0
3872;150;539;29.01.2025;31.01.2025;3,0
3873;190;88;25.01.2025;29.01.2025;1,5
3874;173;410;30.01.2025;05.02.2025;1,5
3875;61;342;25.01.2025;01.02.2025;2,5
3876;191;359;29.01.2025;02.02.2025;1,5
3877;8;22;21.01.2025;23.01.2025;2,0
3878;120;60;24.01.2025;24.01.2025;2,5
3879;301;801;22.01.2025;23.01.2025;0,0
3880;203;450;30.01.2025;02.02.2025;1,5
3881;356;921;23.01.2025;24.01.2025;2,0
3882;377;942;26.01.2025;26.01.2025;0,5
3883;237;73;16.01.2025;16.01.2025;0,5
3884;125;139;20.01.2025;25.01.2025;0,0
3885;323;823;24.01.2025;26.01.2025;2,5
3886;164;232;21.01.2025;23.01.2025;0,0
3887;180;292;19.01.2025;23.01.2025;2,0
3888;382;947;24.01.2025;28.01.2025;1,0
3889;197;258;18.01.2025;18.01.2025;3,0
3890;403;968;20.01.2025;27.01.2025;1,0
3891;42;516;16.01.2025;16.01.2025;2,5
3892;237;73;29.01.2025;02.02.2025;2,5
3893;37;429;19.01.2025;19.01.2025;0,5
3894;308;808;19.01.2025;24.01.2025;0,0
3895;281;382;26.01.2025;30.01.2025;1,5
3896;74;164;28.01.2025;02.02.2025;1,5
3897;388;953;15.01.2025;16.01.2025;0,0
3898;362;927;25.01.2025;31.01.2025;0,5
3899;226;116;16.01.2025;20.01.2025;2,0
3900;131;295;20.01.2025;21.01.2025;2,0
3901;357;922;18.01.2025;18.01.2025;2,5
3902;394;959;23.01.2025;27.01.2025;0,5
3903;405;970;15.01.2025;22.01.2025;0,0
3904;211;649;21.01.2025;28.01.2025;2,0
3905;127;42;19.01.2025;25.01.2025;0,5
3906;376;941;24.01.2025;27.01.2025;1,0
3907;224;183;25.01.2025;31.01.2025;1,0
3908;319;819;31.01.2025;02.02.2025;1,5
3909;89;81;29.01.2025;30.01.2025;2,0
3910;46;32;28.01.2025;01.02.2025;2,5
3911;405;970;22.01.2025;27.01.2025;3,0
3912;269;114;29.01.2025;03.02.2025;2,5
3913;34;200;16.01.2025;18.01.2025;1,5
3914;38;215;19.01.2025;24.01.2025;0,5
3915;234;134;17.01.2025;22.01.2025;2,5
3916;111;119;23.01.2025;30.01.2025;2,5
3917;77;203;28.01.2025;01.02.2025;1,5
3918;301;801;31.01.2025;02.02.2025;0,0
3919;299;246;30.01.2025;03.02.2025;2,0
3920;235;20;31.01.2025;31.01.2025;1,0
3921;153;98;15.01.2025;15.01.2025;2,5
3922;282;333;20.01.2025;25.01.2025;3,0
3923;78;361;18.01.2025;25.01.2025;1,5
3924;270;212;26.01.2025;28.01.2025;0,5
3925;354;919;20.01.2025;23.01.2025;0,0
3926;158;225;18.01.2025;21.01.2025;0,5
3927;153;98;28.01.2025;31.01.2025;2,5
3928;349;849;20.01.2025;21.01.2025;2,5
3929;245;70;19.01.2025;19.01.2025;0,5
3930;16;140;19.01.2025;21.01.2025;2,5
3931;139;153;23.01.2025;26.01.2025;1,0
3932;402;967;15.01.2025;18.01.2025;1,0
3933;5;287;24.01.2025;26.01.2025;2,0
3934;175;218;27.01.2025;02.02.2025;0,0
3935;341;841;16.01.2025;19.01.2025;3,0
3936;44;159;18.01.2025;22.01.2025;3,0
3937;199;268;22.01.2025;27.01.2025;0,5
3938;392;957;29.01.2025;04.02.2025;1,0
3939;407;972;25.01.2025;25.01.2025;0,5
3940;210;133;24.01.2025;24.01.2025;3,0
3941;389;954;15.01.2025;17.01.2025;2,0
3942;156;248;23.01.2025;26.01.2025;1,0
3943;31;453;31.01.2025;31.01.2025;2,5
3944;242;151;20.01.2025;27.01.2025;2,5
3945;394;959;22.01.2025;26.01.2025;1,0
3946;112;230;20.01.2025;24.01.2025;1,5
3947;111;119;19.01.2025;22.01.2025;2,0
3948;64;18;31.01.2025;04.02.2025;2,5
3949;353;918;24.01.2025;28.01.2025;2,5
3950;20;64;21.01.2025;23.01.2025;1,5
3951;68;545;25.01.2025;28.01.2025;0,5
3952;232;420;30.01.2025;05.02.2025;0,5
3953;35;130;30.01.2025;31.01.2025;1,5
3954;65;421;31.01.2025;04.02.2025;1,0
3955;232;420;21.01.2025;21.01.2025;2,5
3956;408;973;16.01.2025;22.01.2025;1,0
3957;241;91;16.01.2025;20.01.2025;1,5
3958;136;16;27.01.2025;01.02.2025;1,5
3959;265;462;17.01.2025;23.01.2025;2,5
3960;263;144;30.01.2025;01.02.2025;2,5
3961;258;561;30.01.2025;05.02.2025;0,0
3962;209;126;31.01.2025;04.02.2025;3,0
3963;70;217;21.01.2025;26.01.2025;0,5
3964;104;339;17.01.2025;20.01.2025;2,0
3965;145;179;21.01.2025;23.01.2025;1,0
3966;122;639;25.01.2025;30.01.2025;1,0
3967;232;420;17.01.2025;23.01.2025;2,0
3968;202;279;19.01.2025;26.01.2025;0,5
3969;5;287;17.01.2025;21.01.2025;1,0
3970;85;101;27.01.2025;02.02.2025;0,0
3971;362;927;23.01.2025;26.01.2025;1,0
3972;173;410;18.01.2025;18.01.2025;3,0
3973;99;37;27.01.2025;28.01.2025;0,5
3974;62;11;28.01.2025;01.02.2025;2,5
3975;346;846;20.01.2025;26.01.2025;0,0
3976;401;966;19.01.2025;19.01.2025;1,5
3977;184;356;17.01.2025;24.01.2025;1,0
3978;94;145;19.01.2025;26.01.2025;1,5
3979;108;307;27.01.2025;02.02.2025;0,5
3980;243;41;21.01.2025;27.01.2025;0,5
3981;388;953;20.01.2025;20.01.2025;1,0
3982;1;1;28.01.2025;31.01.2025;3,0
3983;68;545;26.01.2025;27.01.2025;3,0
3984;119;288;22.01.2025;24.01.2025;1,5
3985;235;20;30.01.2025;01.02.2025;0,5
3986;222;540;18.01.2025;18.01.2025;0,0
3987;114;555;23.01.2025;23.01.2025;2,5
3988;160;174;26.01.2025;31.01.2025;2,0
3989;151;180;30.01.2025;31.01.2025;2,5
3990;349;849;28.01.2025;30.01.2025;0,5
3991;152;26;21.01.2025;23.01.2025;2,0
3992;196;146;25.01.2025;26.01.2025;3,0
3993;388;953;27.01.2025;31.01.2025;0,5
3994;377;942;23.01.2025;27.01.2025;3,0
3995;139;153;30.01.2025;01.02.2025;2,5
3996;232;420;27.01.2025;27.01.2025;1,0
3997;340;840;18.01.2025;21.01.2025;3,0
3998;189;52;29.01.2025;29.01.2025;1,0
3999;137;106;27.01.2025;02.02.2025;0,0
4000;273;241;23.01.2025;27.01.2025;1,0
4001;199;268;15.01.2025;20.01.2025;0,5
4002;279;161;28.01.2025;01.02.2025;0,0
4003;354;919;22.01.2025;23.01.2025;2,0
4004;246;61;15.01.2025;19.01.2025;1,0
4005;335;835;30.01.2025;04.02.2025;3,0
4006;158;225;28.01.2025;29.01.2025;0,5
4007;107;136;28.01.2025;30.01.2025;0,5
4008;391;956;30.01.2025;03.02.2025;3,0
4009;332;832;21.01.2025;23.01.2025;1,0
4010;380;945;27.01.2025;03.02.2025;2,0
4011;336;836;19.01.2025;22.01.2025;3,0
4012;5;287;21.01.2025;25.01.2025;2,5
4013;405;970;30.01.2025;30.01.2025;1,0
4014;292;645;24.01.2025;31.01.2025;2,5
4015;111;119;15.01.2025;21.01.2025;0,0
4016;14;514;27.01.2025;27.01.2025;1,0
4017;317;817;18.01.2025;22.01.2025;1,5
4018;287;254;20.01.2025;26.01.2025;0,0
4019;341;841;28.01.2025;31.01.2025;0,5
4020;83;175;25.01.2025;26.01.2025;2,5
4021;195;34;31.01.2025;04.02.2025;2,0
4022;384;949;23.01.2025;26.01.2025;0,0
4023;32;417;20.01.2025;24.01.2025;3,0
4024;327;827;23.01.2025;25.01.2025;0,0
4025;320;820;26.01.2025;28.01.2025;0,0
4026;107;136;17.01.2025;19.01.2025;2,0
4027;17;36;18.01.2025;23.01.2025;1,0
4028;407;972;15.01.2025;22.01.2025;3,0
4029;396;961;18.01.2025;18.01.2025;0,0
4030;244;168;17.01.2025;17.01.2025;1,5
4031;92;310;26.01.2025;29.01.2025;1,0
4032;160;174;22.01.2025;26.01.2025;0,0
4033;160;174;15.01.2025;17.01.2025;0,0
4034;255;249;24.01.2025;26.01.2025;0,5
4035;390;955;19.01.2025;25.01.2025;3,0
4036;263;144;17.01.2025;22.01.2025;0,0
4037;212;192;23.01.2025;29.01.2025;0,0
4038;379;944;18.01.2025;20.01.2025;3,0
4039;146;55;20.01.2025;23.01.2025;2,0
4040;386;951;30.01.2025;04.02.2025;1,0
4041;45;48;27.01.2025;31.01.2025;0,0
4042;370;935;28.01.2025;02.02.2025;1,5
4043;348;848;16.01.2025;21.01.2025;2,5
4044;218;182;30.01.2025;30.01.2025;1,0
4045;40;528;31.01.2025;02.02.2025;3,0
4046;1;1;28.01.2025;04.02.2025;3,0
4047;325;825;30.01.2025;31.01.2025;0,0
4048;152;26;15.01.2025;22.01.2025;0,5
4049;142;185;15.01.2025;21.01.2025;3,0
4050;37;429;19.01.2025;24.01.2025;3,0
4051;246;61;25.01.2025;25.01.2025;1,5
4052;384;949;17.01.2025;20.01.2025;0,5
4053;407;972;20.01.2025;25.01.2025;2,5
4054;39;69;18.01.2025;19.01.2025;1,0
4055;299;246;19.01.2025;21.01.2025;0,5
4056;388;953;20.01.2025;22.01.2025;1,5
4057;23;125;25.01.2025;01.02.2025;1,0
4058;181;96;26.01.2025;01.02.2025;0,0
4059;113;531;16.01.2025;16.01.2025;1,0
4060;156;248;22.01.2025;22.01.2025;2,5
4061;210;133;19.01.2025;22.01.2025;0,0
4062;315;815;26.01.2025;31.01.2025;1,0
4063;5;287;30.01.2025;03.02.2025;1,0
4064;355;920;17.01.2025;23.01.2025;2,5
4065;239;131;18.01.2025;22.01.2025;1,5
4066;215;187;27.01.2025;28.01.2025;0,5
4067;127;42;27.01.2025;28.01.2025;0,5
4068;152;26;15.01.2025;20.01.2025;3,0
4069;377;942;28.01.2025;02.02.2025;0,0
4070;217;5;19.01.2025;22.01.2025;2,0
4071;111;119;17.01.2025;17.01.2025;1,0
4072;128;92;30.01.2025;01.02.2025;3,0
4073;177;17;20.01.2025;21.01.2025;0,0
4074;348;848;23.01.2025;27.01.2025;2,0
4075;402;967;16.01.2025;16.01.2025;0,5
4076;338;838;27.01.2025;30.01.2025;1,5
4077;404;969;23.01.2025;26.01.2025;1,0
4078;259;54;15.01.2025;21.01.2025;2,5
4079;151;180;19.01.2025;19.01.2025;0,0
4080;242;151;21.01.2025;21.01.2025;3,0
4081;28;103;23.01.2025;25.01.2025;0,0
4082;152;26;29.01.2025;31.01.2025;2,0
4083;114;555;30.01.2025;04.02.2025;1,5
4084;264;211;31.01.2025;04.02.2025;2,5
4085;97;80;28.01.2025;01.02.2025;2,5
4086;140;260;25.01.2025;26.01.2025;3,0
4087;170;83;26.01.2025;30.01.2025;3,0
4088;186;378;17.01.2025;17.01.2025;0,0
4089;369;934;24.01.2025;30.01.2025;0,0
4090;372;937;23.01.2025;25.01.2025;0,0
4091;7;263;19.01.2025;20.01.2025;1,0
4092;218;182;19.01.2025;26.01.2025;2,5
4093;165;108;24.01.2025;28.01.2025;0,5
4094;42;516;28.01.2025;01.02.2025;1,5
4095;405;970;29.01.2025;04.02.2025;1,5
4096;294;419;30.01.2025;01.02.2025;3,0
4097;270;212;30.01.2025;30.01.2025;1,0
4098;18;433;19.01.2025;19.01.2025;0,5
4099;64;18;16.01.2025;23.01.2025;0,0
4100;270;212;22.01.2025;29.01.2025;2,5
4101;250;294;15.01.2025;17.01.2025;0,5
4102;134;344;18.01.2025;19.01.2025;2,0
4103;187;35;29.01.2025;04.02.2025;2,5
4104;270;212;17.01.2025;17.01.2025;2,0
4105;330;830;25.01.2025;28.01.2025;3,0
4106;109;29;29.01.2025;30.01.2025;2,5
4107;105;8;21.01.2025;23.01.2025;0,0
4108;192;332;29.01.2025;02.02.2025;2,0
4109;256;235;17.01.2025;17.01.2025;2,5
4110;31;453;18.01.2025;18.01.2025;0,5
4111;305;805;26.01.2025;29.01.2025;0,5
4112;244;168;23.01.2025;25.01.2025;2,0
4113;407;972;23.01.2025;28.01.2025;0,0
4114;315;815;26.01.2025;31.01.2025;0,5
4115;271;157;18.01.2025;24.01.2025;2,5
4116;46;32;27.01.2025;28.01.2025;3,0
4117;260;3;25.01.2025;25.01.2025;0,0
4118;137;106;18.01.2025;22.01.2025;0,5
4119;74;164;30.01.2025;31.01.2025;3,0
4120;191;359;23.01.2025;25.01.2025;0,0
4121;30;77;26.01.2025;29.01.2025;0,0
4122;153;98;22.01.2025;25.01.2025;1,5
4123;160;174;26.01.2025;26.01.2025;3,0
4124;404;969;31.01.2025;06.02.2025;1,0
4125;57;78;18.01.2025;23.01.2025;0,0
4126;393;958;16.01.2025;20.01.2025;0,5
4127;55;90;16.01.2025;23.01.2025;2,0
4128;280;286;28.01.2025;02.02.2025;2,0
4129;251;247;20.01.2025;22.01.2025;0,5
4130;214;202;30.01.2025;02.02.2025;2,0
4131;154;160;25.01.2025;29.01.2025;0,5
4132;84;132;16.01.2025;17.01.2025;2,0
4133;190;88;15.01.2025;19.01.2025;0,5
4134;28;103;30.01.2025;30.01.2025;1,5
4135;338;838;16.01.2025;16.01.2025;0,5
4136;321;821;31.01.2025;04.02.2025;0,5
4137;251;247;26.01.2025;01.02.2025;2,5
4138;410;975;20.01.2025;27.01.2025;2,0
4139;354;919;25.01.2025;26.01.2025;1,0
4140;60;437;19.01.2025;26.01.2025;0,0
4141;255;249;17.01.2025;23.01.2025;1,0
4142;342;842;30.01.2025;31.01.2025;1,5
4143;355;920;19.01.2025;21.01.2025;3,0
4144;42;516;21.01.2025;23.01.2025;1,0
4145;318;818;22.01.2025;23.01.2025;0,0
4146;239;131;28.01.2025;31.01.2025;2,5
4147;376;941;23.01.2025;27.01.2025;2,5
4148;183;75;25.01.2025;29.01.2025;1,0
4149;320;820;26.01.2025;01.02.2025;0,0
4150;261;4;17.01.2025;17.01.2025;0,0
4151;369;934;26.01.2025;28.01.2025;1,0
4152;288;262;28.01.2025;28.01.2025;2,0
4153;209;126;21.01.2025;21.01.2025;1,0
4154;377;942;25.01.2025;27.01.2025;0,5
4155;325;825;20.01.2025;24.01.2025;3,0
4156;177;17;20.01.2025;25.01.2025;1,5
4157;343;843;27.01.2025;03.02.2025;0,5
4158;7;263;27.01.2025;27.01.2025;2,0
4159;374;939;19.01.2025;25.01.2025;0,5
4160;356;921;18.01.2025;20.01.2025;1,5
4161;320;820;28.01.2025;03.02.2025;0,0
4162;387;952;19.01.2025;25.01.2025;3,0
4163;175;218;19.01.2025;26.01.2025;2,0
4164;371;936;16.01.2025;17.01.2025;2,5
4165;123;121;15.01.2025;20.01.2025;1,5
4166;109;29;29.01.2025;30.01.2025;0,5
4167;189;52;15.01.2025;18.01.2025;3,0
4168;237;73;19.01.2025;26.01.2025;2,5
4169;401;966;17.01.2025;17.01.2025;0,0
4170;169;244;23.01.2025;28.01.2025;0,0
4171;319;819;18.01.2025;25.01.2025;1,5
4172;256;235;17.01.2025;23.01.2025;1,5
4173;159;95;15.01.2025;20.01.2025;1,0
4174;294;419;31.01.2025;07.02.2025;0,0
4175;157;605;28.01.2025;30.01.2025;2,0
4176;112;230;22.01.2025;27.01.2025;0,5
4177;248;317;19.01.2025;25.01.2025;0,0
4178;397;962;16.01.2025;22.01.2025;0,0
4179;68;545;26.01.2025;31.01.2025;2,5
4180;385;950;24.01.2025;29.01.2025;0,0
4181;144;314;30.01.2025;31.01.2025;3,0
4182;44;159;29.01.2025;05.02.2025;3,0
4183;175;218;28.01.2025;30.01.2025;1,0
4184;45;48;22.01.2025;23.01.2025;1,5
4185;308;808;15.01.2025;21.01.2025;1,5
4186;202;279;30.01.2025;02.02.2025;2,0
4187;309;809;26.01.2025;26.01.2025;3,0
4188;110;413;21.01.2025;25.01.2025;1,5
4189;349;849;26.01.2025;26.01.2025;0,0
4190;71;58;20.01.2025;23.01.2025;3,0
4191;128;92;26.01.2025;30.01.2025;1,0
4192;267;62;22.01.2025;24.01.2025;1,0
4193;163;68;26.01.2025;28.01.2025;1,5
4194;346;846;31.01.2025;01.02.2025;0,0
4195;336;836;21.01.2025;21.01.2025;3,0
4196;180;292;23.01.2025;26.01.2025;2,5
4197;132;389;20.01.2025;21.01.2025;1,5
4198;207;15;21.01.2025;27.01.2025;3,0
4199;66;127;31.01.2025;01.02.2025;2,5
4200;340;840;23.01.2025;26.01.2025;3,0
4201;375;940;29.01.2025;05.02.2025;0,0
4202;335;835;20.01.2025;26.01.2025;0,0
4203;52;336;25.01.2025;29.01.2025;0,5
4204;309;809;20.01.2025;27.01.2025;1,5
4205;182;31;23.01.2025;23.01.2025;2,0
4206;174;123;18.01.2025;23.01.2025;0,0
4207;395;960;24.01.2025;26.01.2025;0,0
4208;38;215;20.01.2025;27.01.2025;2,0
4209;59;265;24.01.2025;27.01.2025;2,0
4210;237;73;15.01.2025;22.01.2025;1,0
4211;119;288;31.01.2025;06.02.2025;0,0
4212;355;920;15.01.2025;16.01.2025;0,0
4213;183;75;16.01.2025;20.01.2025;0,5
4214;328;828;28.01.2025;31.01.2025;2,0
4215;290;59;26.01.2025;27.01.2025;1,0
4216;159;95;22.01.2025;24.01.2025;1,0
4217;335;835;15.01.2025;22.01.2025;0,5
4218;257;508;17.01.2025;21.01.2025;1,5
