BestellungID;PosID;LieferAdrID;LieferDienstID;LieferDatum
3761;7750;846;74;28.01.2025
3761;7751;846;73;31.01.2025
3761;7752;846;28;01.02.2025
3762;7753;183;70;29.01.2025
3762;7754;183;67;23.01.2025
3763;7755;50;18;21.01.2025
3763;7756;50;80;27.01.2025
3763;7757;50;56;22.01.2025
3764;7758;951;76;27.01.2025
3764;7759;951;66;28.01.2025
3765;7760;367;52;26.01.2025
3765;7761;367;72;26.01.2025
3765;7762;367;56;24.01.2025
3766;7763;387;51;02.02.2025
3766;7764;387;51;30.01.2025
3767;7765;241;48;18.01.2025
3767;7766;241;60;24.01.2025
3768;7767;53;33;03.02.2025
3768;7768;53;59;06.02.2025
3768;7769;53;10;05.02.2025
3769;7770;86;44;06.02.2025
3769;7771;86;75;08.02.2025
3769;7772;86;82;07.02.2025
3770;7773;212;56;18.01.2025
3770;7774;212;12;19.01.2025
3770;7775;212;55;23.01.2025
3771;7776;51;7;07.02.2025
3771;7777;51;22;09.02.2025
3771;7778;51;21;06.02.2025
3772;7779;467;31;25.01.2025
3773;7780;847;78;05.02.2025
3773;7781;847;9;04.02.2025
3774;7782;114;70;19.01.2025
3775;7783;232;38;24.01.2025
3775;7784;232;69;26.01.2025
3775;7785;232;25;25.01.2025
3776;7786;421;59;04.02.2025
3776;7787;421;9;28.01.2025
3776;7788;421;18;31.01.2025
3777;7789;937;34;02.02.2025
3777;7790;937;72;01.02.2025
3778;7791;6;5;29.01.2025
3779;7792;934;23;20.01.2025
3780;7793;213;69;27.01.2025
3780;7794;213;73;31.01.2025
3781;7795;355;7;02.02.2025
3781;7796;355;12;06.02.2025
3781;7797;355;4;01.02.2025
3782;7798;233;23;20.01.2025
3782;7799;233;40;20.01.2025
3783;7800;135;3;06.02.2025
3784;7801;123;59;03.02.2025
3785;7802;416;24;22.01.2025
3786;7803;94;34;18.01.2025
3787;7804;841;53;30.01.2025
3787;7805;841;34;01.02.2025
3788;7806;140;60;04.02.2025
3789;7807;312;9;07.02.2025
3789;7808;312;8;07.02.2025
3790;7809;959;59;06.02.2025
3790;7810;959;7;03.02.2025
3791;7811;68;1;30.01.2025
3791;7812;68;55;23.01.2025
3792;7813;185;15;08.02.2025
3792;7814;185;35;08.02.2025
3793;7815;949;45;06.02.2025
3793;7816;949;29;08.02.2025
3793;7817;949;18;06.02.2025
3794;7818;133;34;11.02.2025
3794;7819;133;12;07.02.2025
3795;7820;328;50;23.01.2025
3795;7821;328;40;29.01.2025
3796;7822;821;28;27.01.2025
3797;7823;960;76;25.01.2025
3797;7824;960;13;30.01.2025
3797;7825;960;41;25.01.2025
3798;7826;12;82;03.02.2025
3798;7827;12;26;29.01.2025
3798;7828;12;6;03.02.2025
3799;7829;164;56;23.01.2025
3799;7830;164;69;27.01.2025
3800;7831;337;7;21.01.2025
3800;7832;337;69;26.01.2025
3801;7833;203;53;06.02.2025
3802;7834;85;54;17.01.2025
3803;7835;140;15;25.01.2025
3803;7836;140;70;30.01.2025
3803;7837;140;64;25.01.2025
3804;7838;955;69;01.02.2025
3804;7839;955;44;30.01.2025
3804;7840;955;60;28.01.2025
3805;7841;923;32;27.01.2025
3806;7842;421;61;28.01.2025
3806;7843;421;60;31.01.2025
3806;7844;421;66;25.01.2025
3807;7845;561;21;29.01.2025
3808;7846;801;21;28.01.2025
3809;7847;266;76;06.02.2025
3809;7848;266;62;06.02.2025
3809;7849;266;64;09.02.2025
3810;7850;161;31;23.01.2025
3810;7851;161;17;26.01.2025
3810;7852;161;75;28.01.2025
3811;7853;402;19;25.01.2025
3811;7854;402;3;28.01.2025
3812;7855;434;82;19.01.2025
3812;7856;434;82;22.01.2025
3812;7857;434;79;24.01.2025
3813;7858;528;50;10.02.2025
3813;7859;528;1;14.02.2025
3814;7860;179;70;30.01.2025
3814;7861;179;7;04.02.2025
3814;7862;179;45;31.01.2025
3815;7863;837;44;26.01.2025
3815;7864;837;11;28.01.2025
3816;7865;275;17;21.01.2025
3817;7866;649;8;20.01.2025
3817;7867;649;23;21.01.2025
3818;7868;159;77;07.02.2025
3819;7869;920;55;09.02.2025
3820;7870;841;27;04.02.2025
3820;7871;841;73;28.01.2025
3820;7872;841;69;30.01.2025
3821;7873;31;7;01.02.2025
3821;7874;31;26;05.02.2025
3821;7875;31;71;02.02.2025
3822;7876;218;74;26.01.2025
3823;7877;244;38;06.02.2025
3823;7878;244;67;03.02.2025
3823;7879;244;32;03.02.2025
3824;7880;40;2;30.01.2025
3824;7881;40;24;02.02.2025
3825;7882;213;45;31.01.2025
3825;7883;213;75;05.02.2025
3825;7884;213;41;05.02.2025
3826;7885;823;34;02.02.2025
3827;7886;206;21;06.02.2025
3827;7887;206;75;01.02.2025
3828;7888;133;47;06.02.2025
3828;7889;133;48;04.02.2025
3828;7890;133;38;03.02.2025
3829;7891;44;62;02.02.2025
3829;7892;44;65;30.01.2025
3829;7893;44;53;30.01.2025
3830;7894;843;64;26.01.2025
3830;7895;843;35;26.01.2025
3830;7896;843;41;26.01.2025
3831;7897;369;18;27.01.2025
3831;7898;369;29;27.01.2025
3832;7899;265;58;29.01.2025
3832;7900;265;63;28.01.2025
3832;7901;265;8;30.01.2025
3833;7902;184;16;01.02.2025
3834;7903;928;78;06.02.2025
3834;7904;928;63;31.01.2025
3835;7905;15;13;06.02.2025
3836;7906;944;33;06.02.2025
3837;7907;328;44;01.02.2025
3838;7908;258;70;08.02.2025
3839;7909;46;55;02.02.2025
3840;7910;847;81;07.02.2025
3840;7911;847;52;07.02.2025
3840;7912;847;71;02.02.2025
3841;7913;96;24;10.02.2025
3842;7914;292;54;26.01.2025
3843;7915;123;15;25.01.2025
3843;7916;123;2;27.01.2025
3843;7917;123;76;25.01.2025
3844;7918;63;17;25.01.2025
3845;7919;215;19;08.02.2025
3846;7920;52;34;19.01.2025
3847;7921;361;17;23.01.2025
3847;7922;361;62;26.01.2025
3848;7923;485;44;02.02.2025
3848;7924;485;50;05.02.2025
3848;7925;485;39;01.02.2025
3849;7926;949;29;25.01.2025
3849;7927;949;51;26.01.2025
3849;7928;949;16;25.01.2025
3850;7929;954;54;05.02.2025
3850;7930;954;5;03.02.2025
3850;7931;954;37;07.02.2025
3851;7932;119;26;18.01.2025
3851;7933;119;33;23.01.2025
3851;7934;119;9;20.01.2025
3852;7935;10;19;01.02.2025
3852;7936;10;54;26.01.2025
3852;7937;10;40;01.02.2025
3853;7938;164;67;01.02.2025
3853;7939;164;46;02.02.2025
3853;7940;164;13;28.01.2025
3854;7941;197;68;20.01.2025
3855;7942;4;50;21.01.2025
3855;7943;4;41;24.01.2025
3855;7944;4;21;19.01.2025
3856;7945;803;43;11.02.2025
3856;7946;803;66;10.02.2025
3857;7947;921;18;05.02.2025
3857;7948;921;55;31.01.2025
3858;7949;945;82;27.01.2025
3858;7950;945;18;29.01.2025
3858;7951;945;26;28.01.2025
3859;7952;149;75;26.01.2025
3860;7953;201;31;29.01.2025
3860;7954;201;24;30.01.2025
3861;7955;99;27;31.01.2025
3862;7956;807;79;28.01.2025
3863;7957;97;5;28.01.2025
3864;7958;117;68;02.02.2025
3865;7959;930;73;06.02.2025
3865;7960;930;51;05.02.2025
3865;7961;930;35;05.02.2025
3866;7962;103;35;29.01.2025
3866;7963;103;63;30.01.2025
3867;7964;923;75;04.02.2025
3868;7965;247;37;28.01.2025
3868;7966;247;19;02.02.2025
3869;7967;265;73;22.01.2025
3869;7968;265;53;22.01.2025
3869;7969;265;15;26.01.2025
3870;7970;63;61;23.01.2025
3870;7971;63;61;26.01.2025
3870;7972;63;82;26.01.2025
3871;7973;239;45;30.01.2025
3871;7974;239;74;29.01.2025
3871;7975;239;38;29.01.2025
3872;7976;539;36;06.02.2025
3873;7977;88;76;03.02.2025
3873;7978;88;43;30.01.2025
3874;7979;410;45;06.02.2025
3875;7980;342;16;08.02.2025
3876;7981;359;58;05.02.2025
3876;7982;359;65;07.02.2025
3877;7983;22;41;23.01.2025
3877;7984;22;23;27.01.2025
3878;7985;60;79;28.01.2025
3878;7986;60;21;27.01.2025
3879;7987;801;38;29.01.2025
3879;7988;801;52;28.01.2025
3880;7989;450;18;04.02.2025
3880;7990;450;1;06.02.2025
3881;7991;921;80;29.01.2025
3881;7992;921;14;25.01.2025
3882;7993;942;76;29.01.2025
3882;7994;942;76;01.02.2025
3883;7995;73;8;17.01.2025
3884;7996;139;8;30.01.2025
3884;7997;139;61;30.01.2025
3885;7998;823;78;28.01.2025
3886;7999;232;18;25.01.2025
3887;8000;292;8;30.01.2025
3887;8001;292;8;25.01.2025
3888;8002;947;11;31.01.2025
3889;8003;258;23;24.01.2025
3890;8004;968;39;29.01.2025
3891;8005;516;68;20.01.2025
3891;8006;516;70;18.01.2025
3892;8007;73;47;05.02.2025
3892;8008;73;20;05.02.2025
3893;8009;429;61;19.01.2025
3893;8010;429;52;22.01.2025
3894;8011;808;52;26.01.2025
3894;8012;808;65;28.01.2025
3895;8013;382;28;06.02.2025
3896;8014;164;8;06.02.2025
3896;8015;164;59;02.02.2025
3896;8016;164;7;08.02.2025
3897;8017;953;44;16.01.2025
3897;8018;953;3;17.01.2025
3898;8019;927;71;03.02.2025
3898;8020;927;70;03.02.2025
3899;8021;116;9;24.01.2025
3899;8022;116;61;21.01.2025
3900;8023;295;18;26.01.2025
3900;8024;295;32;21.01.2025
3900;8025;295;82;22.01.2025
3901;8026;922;35;19.01.2025
3902;8027;959;33;31.01.2025
3902;8028;959;70;28.01.2025
3903;8029;970;55;29.01.2025
3903;8030;970;26;26.01.2025
3903;8031;970;51;25.01.2025
3904;8032;649;72;02.02.2025
3904;8033;649;79;29.01.2025
3904;8034;649;8;01.02.2025
3905;8035;42;43;27.01.2025
3906;8036;941;8;29.01.2025
3907;8037;183;73;31.01.2025
3907;8038;183;17;05.02.2025
3907;8039;183;51;06.02.2025
3908;8040;819;48;07.02.2025
3908;8041;819;62;02.02.2025
3909;8042;81;38;31.01.2025
3909;8043;81;19;05.02.2025
3910;8044;32;72;01.02.2025
3910;8045;32;46;01.02.2025
3911;8046;970;71;28.01.2025
3911;8047;970;27;03.02.2025
3912;8048;114;60;07.02.2025
3912;8049;114;24;09.02.2025
3913;8050;200;50;19.01.2025
3913;8051;200;31;25.01.2025
3914;8052;215;54;30.01.2025
3915;8053;134;63;27.01.2025
3915;8054;134;61;29.01.2025
3916;8055;119;59;01.02.2025
3917;8056;203;48;04.02.2025
3917;8057;203;69;08.02.2025
3917;8058;203;74;05.02.2025
3918;8059;801;28;08.02.2025
3918;8060;801;19;05.02.2025
3918;8061;801;55;05.02.2025
3919;8062;246;5;06.02.2025
3919;8063;246;77;04.02.2025
3919;8064;246;81;05.02.2025
3920;8065;20;75;03.02.2025
3920;8066;20;51;04.02.2025
3921;8067;98;54;16.01.2025
3921;8068;98;5;15.01.2025
3921;8069;98;10;22.01.2025
3922;8070;333;74;30.01.2025
3922;8071;333;54;29.01.2025
3923;8072;361;63;30.01.2025
3924;8073;212;37;29.01.2025
3925;8074;919;15;26.01.2025
3926;8075;225;40;25.01.2025
3926;8076;225;31;25.01.2025
3926;8077;225;38;28.01.2025
3927;8078;98;19;01.02.2025
3928;8079;849;67;24.01.2025
3928;8080;849;62;21.01.2025
3929;8081;70;66;22.01.2025
3930;8082;140;80;22.01.2025
3930;8083;140;3;21.01.2025
3930;8084;140;3;24.01.2025
3931;8085;153;27;31.01.2025
3931;8086;153;25;31.01.2025
3932;8087;967;10;20.01.2025
3932;8088;967;78;25.01.2025
3932;8089;967;52;18.01.2025
3933;8090;287;31;31.01.2025
3933;8091;287;53;31.01.2025
3934;8092;218;45;03.02.2025
3935;8093;841;71;24.01.2025
3935;8094;841;57;25.01.2025
3935;8095;841;61;23.01.2025
3936;8096;159;14;23.01.2025
3936;8097;159;19;23.01.2025
3937;8098;268;6;31.01.2025
3937;8099;268;9;01.02.2025
3937;8100;268;48;31.01.2025
3938;8101;957;10;10.02.2025
3938;8102;957;38;07.02.2025
3939;8103;972;11;25.01.2025
3940;8104;133;62;25.01.2025
3940;8105;133;14;25.01.2025
3941;8106;954;14;24.01.2025
3942;8107;248;32;27.01.2025
3942;8108;248;79;27.01.2025
3943;8109;453;39;02.02.2025
3944;8110;151;68;31.01.2025
3945;8111;959;46;30.01.2025
3946;8112;230;61;24.01.2025
3946;8113;230;40;25.01.2025
3946;8114;230;45;26.01.2025
3947;8115;119;31;28.01.2025
3947;8116;119;13;27.01.2025
3947;8117;119;80;29.01.2025
3948;8118;18;79;05.02.2025
3949;8119;918;12;03.02.2025
3949;8120;918;16;02.02.2025
3949;8121;918;52;02.02.2025
3950;8122;64;6;24.01.2025
3950;8123;64;67;27.01.2025
3950;8124;64;65;28.01.2025
3951;8125;545;18;04.02.2025
3952;8126;420;60;08.02.2025
3953;8127;130;27;02.02.2025
3954;8128;421;33;06.02.2025
3954;8129;421;38;10.02.2025
3954;8130;421;78;07.02.2025
3955;8131;420;3;26.01.2025
3955;8132;420;77;25.01.2025
3955;8133;420;20;26.01.2025
3956;8134;973;23;24.01.2025
3956;8135;973;61;26.01.2025
3957;8136;91;36;23.01.2025
3958;8137;16;55;02.02.2025
3959;8138;462;9;30.01.2025
3959;8139;462;10;25.01.2025
3959;8140;462;1;28.01.2025
3960;8141;144;51;02.02.2025
3960;8142;144;38;01.02.2025
3960;8143;144;35;07.02.2025
3961;8144;561;47;06.02.2025
3961;8145;561;21;05.02.2025
3961;8146;561;31;08.02.2025
3962;8147;126;18;05.02.2025
3962;8148;126;16;04.02.2025
3963;8149;217;41;29.01.2025
3963;8150;217;21;30.01.2025
3964;8151;339;18;24.01.2025
3964;8152;339;38;20.01.2025
3964;8153;339;82;22.01.2025
3965;8154;179;61;26.01.2025
3965;8155;179;10;26.01.2025
3965;8156;179;18;27.01.2025
3966;8157;639;36;06.02.2025
3967;8158;420;72;26.01.2025
3967;8159;420;29;28.01.2025
3968;8160;279;55;30.01.2025
3969;8161;287;29;24.01.2025
3970;8162;101;60;02.02.2025
3970;8163;101;51;06.02.2025
3970;8164;101;32;07.02.2025
3971;8165;927;64;27.01.2025
3972;8166;410;59;19.01.2025
3972;8167;410;6;25.01.2025
3972;8168;410;38;23.01.2025
3973;8169;37;65;31.01.2025
3973;8170;37;27;02.02.2025
3973;8171;37;10;04.02.2025
3974;8172;11;12;07.02.2025
3974;8173;11;61;07.02.2025
3974;8174;11;54;07.02.2025
3975;8175;846;69;01.02.2025
3975;8176;846;48;29.01.2025
3975;8177;846;71;27.01.2025
3976;8178;966;11;21.01.2025
3976;8179;966;42;24.01.2025
3977;8180;356;31;30.01.2025
3978;8181;145;29;26.01.2025
3978;8182;145;73;27.01.2025
3979;8183;307;69;07.02.2025
3979;8184;307;53;08.02.2025
3980;8185;41;12;01.02.2025
3980;8186;41;2;02.02.2025
3980;8187;41;36;30.01.2025
3981;8188;953;21;24.01.2025
3981;8189;953;60;22.01.2025
3982;8190;1;37;03.02.2025
3983;8191;545;60;31.01.2025
3983;8192;545;44;03.02.2025
3984;8193;288;77;27.01.2025
3984;8194;288;37;27.01.2025
3985;8195;20;57;03.02.2025
3985;8196;20;34;05.02.2025
3986;8197;540;43;22.01.2025
3986;8198;540;6;24.01.2025
3987;8199;555;46;25.01.2025
3987;8200;555;33;26.01.2025
3988;8201;174;33;05.02.2025
3989;8202;180;57;07.02.2025
3989;8203;180;78;04.02.2025
3990;8204;849;36;31.01.2025
3990;8205;849;14;01.02.2025
3990;8206;849;23;02.02.2025
3991;8207;26;3;24.01.2025
3991;8208;26;11;27.01.2025
3992;8209;146;40;30.01.2025
3993;8210;953;81;05.02.2025
3994;8211;942;40;27.01.2025
3995;8212;153;29;07.02.2025
3995;8213;153;20;04.02.2025
3996;8214;420;35;27.01.2025
3997;8215;840;7;26.01.2025
3998;8216;52;47;02.02.2025
3999;8217;106;81;06.02.2025
4000;8218;241;80;28.01.2025
4000;8219;241;41;30.01.2025
4000;8220;241;7;27.01.2025
4001;8221;268;5;27.01.2025
4001;8222;268;55;20.01.2025
4001;8223;268;71;21.01.2025
4002;8224;161;56;06.02.2025
4003;8225;919;47;28.01.2025
4004;8226;61;9;24.01.2025
4005;8227;835;46;09.02.2025
4006;8228;225;46;29.01.2025
4006;8229;225;3;03.02.2025
4006;8230;225;6;30.01.2025
4007;8231;136;77;02.02.2025
4007;8232;136;62;01.02.2025
4008;8233;956;35;08.02.2025
4008;8234;956;68;04.02.2025
4009;8235;832;81;29.01.2025
4009;8236;832;8;28.01.2025
4009;8237;832;59;30.01.2025
4010;8238;945;35;03.02.2025
4011;8239;836;56;27.01.2025
4011;8240;836;41;26.01.2025
4012;8241;287;74;25.01.2025
4013;8242;970;61;06.02.2025
4013;8243;970;38;30.01.2025
4014;8244;645;79;07.02.2025
4014;8245;645;36;02.02.2025
4015;8246;119;12;24.01.2025
4016;8247;514;80;29.01.2025
4016;8248;514;22;02.02.2025
4016;8249;514;50;01.02.2025
4017;8250;817;57;28.01.2025
4017;8251;817;80;24.01.2025
4018;8252;254;5;30.01.2025
4018;8253;254;16;31.01.2025
4018;8254;254;73;29.01.2025
4019;8255;841;78;06.02.2025
4020;8256;175;40;29.01.2025
4020;8257;175;75;01.02.2025
4021;8258;34;14;09.02.2025
4021;8259;34;44;09.02.2025
4022;8260;949;7;30.01.2025
4023;8261;417;71;31.01.2025
4023;8262;417;78;25.01.2025
4023;8263;417;62;26.01.2025
4024;8264;827;8;28.01.2025
4024;8265;827;77;27.01.2025
4025;8266;820;21;01.02.2025
4025;8267;820;26;02.02.2025
4025;8268;820;12;31.01.2025
4026;8269;136;9;21.01.2025
4026;8270;136;77;20.01.2025
4026;8271;136;76;19.01.2025
4027;8272;36;76;23.01.2025
4028;8273;972;75;22.01.2025
4028;8274;972;3;24.01.2025
4028;8275;972;69;23.01.2025
4029;8276;961;80;23.01.2025
4029;8277;961;80;21.01.2025
4030;8278;168;45;19.01.2025
4031;8279;310;33;31.01.2025
4031;8280;310;81;01.02.2025
4032;8281;174;42;30.01.2025
4033;8282;174;19;20.01.2025
4033;8283;174;5;18.01.2025
4034;8284;249;43;01.02.2025
4035;8285;955;28;27.01.2025
4035;8286;955;3;01.02.2025
4036;8287;144;24;27.01.2025
4037;8288;192;79;02.02.2025
4037;8289;192;31;03.02.2025
4038;8290;944;47;26.01.2025
4038;8291;944;68;26.01.2025
4038;8292;944;42;20.01.2025
4039;8293;55;15;23.01.2025
4039;8294;55;53;25.01.2025
4039;8295;55;57;29.01.2025
4040;8296;951;77;04.02.2025
4041;8297;48;16;06.02.2025
4041;8298;48;80;03.02.2025
4041;8299;48;65;05.02.2025
4042;8300;935;76;04.02.2025
4042;8301;935;41;08.02.2025
4043;8302;848;20;21.01.2025
4043;8303;848;12;25.01.2025
4043;8304;848;68;27.01.2025
4044;8305;182;74;01.02.2025
4044;8306;182;13;06.02.2025
4044;8307;182;31;31.01.2025
4045;8308;528;24;03.02.2025
4046;8309;1;80;09.02.2025
4047;8310;825;18;03.02.2025
4047;8311;825;40;06.02.2025
4047;8312;825;58;05.02.2025
4048;8313;26;66;29.01.2025
4048;8314;26;12;28.01.2025
4049;8315;185;10;24.01.2025
4049;8316;185;60;22.01.2025
4050;8317;429;12;27.01.2025
4050;8318;429;78;29.01.2025
4051;8319;61;69;31.01.2025
4051;8320;61;21;27.01.2025
4052;8321;949;31;23.01.2025
4053;8322;972;10;29.01.2025
4054;8323;69;6;23.01.2025
4054;8324;69;6;25.01.2025
4055;8325;246;67;28.01.2025
4055;8326;246;46;21.01.2025
4055;8327;246;64;24.01.2025
4056;8328;953;19;22.01.2025
4057;8329;125;70;03.02.2025
4058;8330;96;15;03.02.2025
4058;8331;96;38;05.02.2025
4058;8332;96;33;04.02.2025
4059;8333;531;75;19.01.2025
4059;8334;531;81;20.01.2025
4059;8335;531;27;16.01.2025
4060;8336;248;45;28.01.2025
4061;8337;133;36;29.01.2025
4061;8338;133;48;22.01.2025
4062;8339;815;42;06.02.2025
4063;8340;287;11;10.02.2025
4063;8341;287;80;03.02.2025
4064;8342;920;66;26.01.2025
4064;8343;920;23;28.01.2025
4064;8344;920;17;30.01.2025
4065;8345;131;39;24.01.2025
4065;8346;131;70;27.01.2025
4065;8347;131;55;22.01.2025
4066;8348;187;68;04.02.2025
4067;8349;42;77;31.01.2025
4067;8350;42;74;03.02.2025
4068;8351;26;81;21.01.2025
4068;8352;26;40;21.01.2025
4069;8353;942;1;03.02.2025
4070;8354;5;65;26.01.2025
4070;8355;5;51;25.01.2025
4070;8356;5;53;22.01.2025
4071;8357;119;50;20.01.2025
4071;8358;119;28;22.01.2025
4071;8359;119;4;17.01.2025
4072;8360;92;56;03.02.2025
4072;8361;92;80;05.02.2025
4072;8362;92;16;05.02.2025
4073;8363;17;48;27.01.2025
4073;8364;17;44;23.01.2025
4073;8365;17;58;22.01.2025
4074;8366;848;3;30.01.2025
4075;8367;967;79;21.01.2025
4076;8368;838;70;31.01.2025
4076;8369;838;20;04.02.2025
4077;8370;969;75;28.01.2025
4077;8371;969;7;02.02.2025
4077;8372;969;45;28.01.2025
4078;8373;54;66;28.01.2025
4079;8374;180;9;20.01.2025
4079;8375;180;10;23.01.2025
4080;8376;151;37;26.01.2025
4080;8377;151;37;23.01.2025
4080;8378;151;66;27.01.2025
4081;8379;103;75;26.01.2025
4081;8380;103;58;31.01.2025
4082;8381;26;46;31.01.2025
4082;8382;26;44;06.02.2025
4083;8383;555;36;05.02.2025
4083;8384;555;55;07.02.2025
