BestellungID;PosID;LieferAdrID;LieferDienstID;LieferDatum
2987;6209;87;6;19.01.2025
2988;6210;91;38;19.01.2025
2988;6211;91;81;17.01.2025
2988;6212;91;12;14.01.2025
2989;6213;183;79;15.01.2025
2990;6214;253;5;17.01.2025
2991;6215;330;77;15.01.2025
2992;6216;279;26;19.01.2025
2992;6217;279;57;20.01.2025
2993;6218;96;1;12.01.2025
2994;6219;109;32;15.01.2025
2994;6220;109;72;17.01.2025
2994;6221;109;18;14.01.2025
2995;6222;339;6;15.01.2025
2996;6223;83;67;20.01.2025
2996;6224;83;34;18.01.2025
2996;6225;83;18;18.01.2025
2997;6226;842;65;16.01.2025
2998;6227;417;79;14.01.2025
2998;6228;417;3;17.01.2025
2999;6229;105;51;13.01.2025
2999;6230;105;72;11.01.2025
3000;6231;209;13;11.01.2025
3000;6232;209;35;13.01.2025
3001;6233;830;20;11.01.2025
3001;6234;830;69;12.01.2025
3002;6235;75;5;19.01.2025
3003;6236;174;12;14.01.2025
3003;6237;174;62;11.01.2025
3004;6238;235;56;11.01.2025
3004;6239;235;24;13.01.2025
3005;6240;417;69;14.01.2025
3005;6241;417;59;10.01.2025
3006;6242;821;5;20.01.2025
3006;6243;821;35;23.01.2025
3007;6244;522;38;06.01.2025
3007;6245;522;34;06.01.2025
3007;6246;522;53;07.01.2025
3008;6247;68;53;11.01.2025
3008;6248;68;28;11.01.2025
3008;6249;68;74;10.01.2025
3009;6250;76;24;19.01.2025
3009;6251;76;5;16.01.2025
3010;6252;253;11;10.01.2025
3010;6253;253;43;11.01.2025
3010;6254;253;50;09.01.2025
3011;6255;53;10;20.01.2025
3011;6256;53;37;19.01.2025
3012;6257;812;69;13.01.2025
3012;6258;812;80;11.01.2025
3013;6259;833;82;19.01.2025
3013;6260;833;69;19.01.2025
3014;6261;356;37;07.01.2025
3014;6262;356;6;05.01.2025
3014;6263;356;21;07.01.2025
3015;6264;843;20;17.01.2025
3016;6265;92;14;21.01.2025
3017;6266;356;68;25.01.2025
3017;6267;356;36;25.01.2025
3018;6268;166;62;10.01.2025
3018;6269;166;13;14.01.2025
3018;6270;166;1;17.01.2025
3019;6271;75;53;19.01.2025
3019;6272;75;41;12.01.2025
3019;6273;75;74;18.01.2025
3020;6274;450;1;21.01.2025
3021;6275;174;54;06.01.2025
3021;6276;174;76;06.01.2025
3022;6277;17;17;09.01.2025
3022;6278;17;60;06.01.2025
3022;6279;17;65;06.01.2025
3023;6280;35;75;18.01.2025
3023;6281;35;46;21.01.2025
3024;6282;44;40;06.01.2025
3025;6283;417;76;21.01.2025
3025;6284;417;40;16.01.2025
3025;6285;417;26;20.01.2025
3026;6286;253;1;11.01.2025
3027;6287;288;71;10.01.2025
3028;6288;6;16;15.01.2025
3028;6289;6;45;15.01.2025
3028;6290;6;77;15.01.2025
3029;6291;243;16;05.01.2025
3029;6292;243;19;10.01.2025
3029;6293;243;43;04.01.2025
3030;6294;183;82;12.01.2025
3030;6295;183;15;14.01.2025
3031;6296;260;58;09.01.2025
3032;6297;820;19;14.01.2025
3032;6298;820;39;12.01.2025
3033;6299;76;24;13.01.2025
3033;6300;76;75;18.01.2025
3034;6301;149;48;14.01.2025
3035;6302;80;41;14.01.2025
3035;6303;80;58;15.01.2025
3035;6304;80;74;20.01.2025
3036;6305;437;19;23.01.2025
3036;6306;437;13;21.01.2025
3036;6307;437;64;21.01.2025
3037;6308;159;29;10.01.2025
3037;6309;159;52;10.01.2025
3038;6310;199;55;07.01.2025
3038;6311;199;78;13.01.2025
3039;6312;806;25;10.01.2025
3040;6313;134;37;19.01.2025
3041;6314;823;11;21.01.2025
3041;6315;823;71;19.01.2025
3042;6316;416;45;12.01.2025
3042;6317;416;45;14.01.2025
3043;6318;848;48;06.01.2025
3043;6319;848;48;09.01.2025
3043;6320;848;74;06.01.2025
3044;6321;130;40;08.01.2025
3045;6322;52;63;11.01.2025
3045;6323;52;20;09.01.2025
3046;6324;206;22;07.01.2025
3046;6325;206;63;13.01.2025
3046;6326;206;10;07.01.2025
3047;6327;194;13;19.01.2025
3047;6328;194;24;13.01.2025
3047;6329;194;13;15.01.2025
3048;6330;49;78;11.01.2025
3049;6331;382;73;09.01.2025
3049;6332;382;77;16.01.2025
3049;6333;382;34;12.01.2025
3050;6334;19;35;11.01.2025
3050;6335;19;14;05.01.2025
3051;6336;166;51;17.01.2025
3051;6337;166;44;17.01.2025
3051;6338;166;71;20.01.2025
3052;6339;284;38;20.01.2025
3052;6340;284;82;21.01.2025
3053;6341;312;66;10.01.2025
3053;6342;312;75;08.01.2025
3054;6343;814;60;20.01.2025
3055;6344;811;15;12.01.2025
3055;6345;811;15;11.01.2025
3055;6346;811;40;11.01.2025
3056;6347;134;55;28.01.2025
3056;6348;134;13;25.01.2025
3057;6349;37;82;06.01.2025
3058;6350;453;32;19.01.2025
3059;6351;215;56;17.01.2025
3060;6352;359;46;05.01.2025
3061;6353;12;8;09.01.2025
3062;6354;44;25;16.01.2025
3062;6355;44;38;16.01.2025
3063;6356;330;52;15.01.2025
3064;6357;339;47;19.01.2025
3064;6358;339;73;20.01.2025
3065;6359;809;23;06.01.2025
3065;6360;809;51;06.01.2025
3066;6361;212;44;14.01.2025
3066;6362;212;13;13.01.2025
3066;6363;212;78;14.01.2025
3067;6364;23;78;13.01.2025
3067;6365;23;51;06.01.2025
3068;6366;54;8;12.01.2025
3068;6367;54;31;14.01.2025
3068;6368;54;78;17.01.2025
3069;6369;462;20;09.01.2025
3070;6370;187;6;10.01.2025
3070;6371;187;12;15.01.2025
3071;6372;561;50;25.01.2025
3071;6373;561;7;18.01.2025
3071;6374;561;41;23.01.2025
3072;6375;846;13;19.01.2025
3072;6376;846;7;16.01.2025
3073;6377;216;75;18.01.2025
3074;6378;92;43;17.01.2025
3074;6379;92;59;13.01.2025
3074;6380;92;15;17.01.2025
3075;6381;844;82;07.01.2025
3076;6382;23;82;17.01.2025
3076;6383;23;46;19.01.2025
3077;6384;806;48;19.01.2025
3077;6385;806;19;25.01.2025
3077;6386;806;12;19.01.2025
3078;6387;840;72;13.01.2025
3079;6388;109;17;18.01.2025
3079;6389;109;59;16.01.2025
3079;6390;109;53;16.01.2025
3080;6391;87;22;16.01.2025
3080;6392;87;48;11.01.2025
3080;6393;87;80;11.01.2025
3081;6394;123;59;10.01.2025
3081;6395;123;55;03.01.2025
3082;6396;151;68;12.01.2025
3082;6397;151;79;12.01.2025
3083;6398;7;2;19.01.2025
3084;6399;838;39;08.01.2025
3084;6400;838;52;12.01.2025
3084;6401;838;53;07.01.2025
3085;6402;554;44;23.01.2025
3085;6403;554;75;21.01.2025
3086;6404;92;65;19.01.2025
3086;6405;92;44;13.01.2025
3087;6406;203;81;21.01.2025
3087;6407;203;44;19.01.2025
3087;6408;203;31;23.01.2025
3088;6409;288;28;06.01.2025
3088;6410;288;66;06.01.2025
3088;6411;288;72;08.01.2025
3089;6412;266;59;09.01.2025
3089;6413;266;66;13.01.2025
3090;6414;828;41;04.01.2025
3091;6415;553;59;08.01.2025
3091;6416;553;46;07.01.2025
3092;6417;51;52;17.01.2025
3093;6418;843;81;12.01.2025
3093;6419;843;25;10.01.2025
3093;6420;843;16;10.01.2025
3094;6421;144;15;11.01.2025
3094;6422;144;61;09.01.2025
3094;6423;144;53;07.01.2025
3095;6424;814;66;12.01.2025
3096;6425;288;40;11.01.2025
3096;6426;288;63;06.01.2025
3097;6427;108;74;08.01.2025
3098;6428;203;32;08.01.2025
3098;6429;203;17;15.01.2025
3099;6430;109;18;16.01.2025
3099;6431;109;9;23.01.2025
3099;6432;109;13;21.01.2025
3100;6433;133;33;11.01.2025
3100;6434;133;41;10.01.2025
3101;6435;76;52;05.01.2025
3101;6436;76;6;05.01.2025
3101;6437;76;7;09.01.2025
3102;6438;359;21;15.01.2025
3102;6439;359;39;08.01.2025
3103;6440;26;68;20.01.2025
3103;6441;26;42;17.01.2025
3104;6442;127;62;15.01.2025
3105;6443;24;44;10.01.2025
3105;6444;24;60;10.01.2025
3106;6445;844;59;13.01.2025
3107;6446;819;23;16.01.2025
3107;6447;819;12;22.01.2025
3108;6448;382;44;09.01.2025
3109;6449;814;57;11.01.2025
3109;6450;814;20;11.01.2025
3110;6451;539;69;06.01.2025
3110;6452;539;16;05.01.2025
3110;6453;539;18;06.01.2025
3111;6454;212;76;10.01.2025
3111;6455;212;80;16.01.2025
3111;6456;212;40;13.01.2025
3112;6457;275;82;17.01.2025
3112;6458;275;33;10.01.2025
3112;6459;275;28;17.01.2025
3113;6460;27;23;17.01.2025
3113;6461;27;81;18.01.2025
3114;6462;76;33;16.01.2025
3115;6463;117;3;05.01.2025
3116;6464;75;16;19.01.2025
3116;6465;75;74;17.01.2025
3117;6466;130;70;09.01.2025
3117;6467;130;11;09.01.2025
3117;6468;130;68;09.01.2025
3118;6469;209;7;15.01.2025
3118;6470;209;79;18.01.2025
3119;6471;46;59;20.01.2025
3120;6472;235;42;06.01.2025
3120;6473;235;18;11.01.2025
3121;6474;528;26;19.01.2025
3122;6475;88;58;15.01.2025
3122;6476;88;78;09.01.2025
3123;6477;307;57;20.01.2025
3123;6478;307;28;26.01.2025
3123;6479;307;21;25.01.2025
3124;6480;816;80;18.01.2025
3124;6481;816;70;20.01.2025
3124;6482;816;56;14.01.2025
3125;6483;64;26;11.01.2025
3125;6484;64;25;14.01.2025
3125;6485;64;32;15.01.2025
3126;6486;837;27;22.01.2025
3126;6487;837;78;23.01.2025
3126;6488;837;6;19.01.2025
3127;6489;485;57;10.01.2025
3127;6490;485;24;07.01.2025
3127;6491;485;25;11.01.2025
3128;6492;823;40;16.01.2025
3128;6493;823;36;11.01.2025
3128;6494;823;59;13.01.2025
3129;6495;8;34;11.01.2025
3129;6496;8;54;12.01.2025
3130;6497;166;20;20.01.2025
3130;6498;166;55;17.01.2025
3131;6499;87;29;20.01.2025
3131;6500;87;1;19.01.2025
3131;6501;87;73;20.01.2025
3132;6502;337;23;04.01.2025
3132;6503;337;53;11.01.2025
3132;6504;337;41;10.01.2025
3133;6505;180;64;18.01.2025
3133;6506;180;38;22.01.2025
3133;6507;180;42;24.01.2025
3134;6508;94;48;12.01.2025
3134;6509;94;75;08.01.2025
3134;6510;94;48;10.01.2025
3135;6511;210;65;15.01.2025
3135;6512;210;36;19.01.2025
3136;6513;210;4;04.01.2025
3137;6514;46;29;08.01.2025
3137;6515;46;16;09.01.2025
3138;6516;241;25;15.01.2025
3138;6517;241;57;14.01.2025
3139;6518;804;11;21.01.2025
3140;6519;60;16;12.01.2025
3140;6520;60;14;15.01.2025
3140;6521;60;1;16.01.2025
3141;6522;191;7;18.01.2025
3141;6523;191;18;20.01.2025
3142;6524;18;72;21.01.2025
3142;6525;18;81;20.01.2025
3142;6526;18;44;15.01.2025
3143;6527;33;17;13.01.2025
3143;6528;33;79;09.01.2025
3143;6529;33;60;12.01.2025
3144;6530;193;75;09.01.2025
3144;6531;193;44;12.01.2025
3145;6532;849;14;07.01.2025
3145;6533;849;19;12.01.2025
3146;6534;649;19;11.01.2025
3146;6535;649;66;16.01.2025
3147;6536;522;75;13.01.2025
3148;6537;621;14;16.01.2025
3148;6538;621;58;17.01.2025
3148;6539;621;29;17.01.2025
3149;6540;180;45;08.01.2025
3149;6541;180;75;07.01.2025
3149;6542;180;5;08.01.2025
3150;6543;166;38;22.01.2025
3150;6544;166;72;20.01.2025
3150;6545;166;54;23.01.2025
3151;6546;254;78;12.01.2025
3151;6547;254;17;18.01.2025
3151;6548;254;57;12.01.2025
3152;6549;584;80;21.01.2025
3152;6550;584;3;23.01.2025
3152;6551;584;77;18.01.2025
3153;6552;260;39;22.01.2025
3153;6553;260;62;17.01.2025
3153;6554;260;33;20.01.2025
3154;6555;818;67;07.01.2025
3154;6556;818;78;13.01.2025
3154;6557;818;19;08.01.2025
3155;6558;113;47;14.01.2025
3155;6559;113;19;18.01.2025
3155;6560;113;31;21.01.2025
3156;6561;92;45;10.01.2025
3156;6562;92;4;08.01.2025
3156;6563;92;29;11.01.2025
3157;6564;825;17;15.01.2025
3158;6565;77;62;10.01.2025
3158;6566;77;76;08.01.2025
3159;6567;164;13;26.01.2025
3159;6568;164;76;22.01.2025
3159;6569;164;29;22.01.2025
3160;6570;310;63;12.01.2025
3160;6571;310;70;09.01.2025
3161;6572;413;19;07.01.2025
3162;6573;339;55;08.01.2025
3163;6574;53;48;19.01.2025
3163;6575;53;72;23.01.2025
3163;6576;53;12;17.01.2025
3164;6577;621;38;13.01.2025
3165;6578;200;50;19.01.2025
3165;6579;200;74;15.01.2025
3166;6580;83;78;21.01.2025
3167;6581;584;19;18.01.2025
3167;6582;584;18;15.01.2025
3168;6583;151;13;13.01.2025
3168;6584;151;77;10.01.2025
3169;6585;392;74;13.01.2025
3170;6586;339;27;05.01.2025
3170;6587;339;31;03.01.2025
3171;6588;239;54;12.01.2025
3172;6589;426;35;20.01.2025
3172;6590;426;26;21.01.2025
3173;6591;136;6;14.01.2025
3173;6592;136;5;14.01.2025
3173;6593;136;58;21.01.2025
3174;6594;99;25;14.01.2025
3175;6595;58;35;09.01.2025
3175;6596;58;40;08.01.2025
3175;6597;58;79;15.01.2025
3176;6598;294;20;15.01.2025
3176;6599;294;13;14.01.2025
3177;6600;332;14;05.01.2025
3177;6601;332;76;03.01.2025
3177;6602;332;76;03.01.2025
3178;6603;34;29;14.01.2025
3179;6604;312;69;09.01.2025
3179;6605;312;42;06.01.2025
3180;6606;466;53;05.01.2025
3180;6607;466;42;08.01.2025
3180;6608;466;17;03.01.2025
3181;6609;812;53;16.01.2025
3181;6610;812;16;21.01.2025
3181;6611;812;14;15.01.2025
3182;6612;135;27;16.01.2025
3182;6613;135;63;17.01.2025
3182;6614;135;24;15.01.2025
3183;6615;49;2;10.01.2025
3183;6616;49;62;14.01.2025
3184;6617;836;61;16.01.2025
3185;6618;201;21;14.01.2025
3185;6619;201;52;16.01.2025
3185;6620;201;56;13.01.2025
3186;6621;176;10;14.01.2025
3187;6622;18;52;19.01.2025
3188;6623;152;58;09.01.2025
3188;6624;152;80;10.01.2025
3188;6625;152;22;09.01.2025
3189;6626;9;35;14.01.2025
3190;6627;203;21;14.01.2025
3191;6628;6;64;16.01.2025
3192;6629;212;34;24.01.2025
3192;6630;212;24;21.01.2025
3193;6631;808;7;18.01.2025
3194;6632;812;32;08.01.2025
3194;6633;812;63;10.01.2025
3195;6634;286;21;23.01.2025
3196;6635;121;65;14.01.2025
3196;6636;121;5;18.01.2025
3196;6637;121;9;14.01.2025
3197;6638;81;37;08.01.2025
3197;6639;81;46;06.01.2025
3197;6640;81;66;04.01.2025
3198;6641;289;4;07.01.2025
3199;6642;528;57;17.01.2025
3199;6643;528;19;19.01.2025
3200;6644;213;11;20.01.2025
3200;6645;213;34;19.01.2025
3201;6646;825;44;09.01.2025
3201;6647;825;57;08.01.2025
3202;6648;310;72;12.01.2025
3202;6649;310;16;15.01.2025
3202;6650;310;62;15.01.2025
3203;6651;132;38;19.01.2025
3203;6652;132;9;16.01.2025
3203;6653;132;35;17.01.2025
3204;6654;289;74;16.01.2025
3204;6655;289;66;17.01.2025
3205;6656;24;33;15.01.2025
3205;6657;24;51;18.01.2025
3206;6658;166;67;08.01.2025
3206;6659;166;38;11.01.2025
3206;6660;166;34;10.01.2025
3207;6661;63;75;12.01.2025
3207;6662;63;25;08.01.2025
3208;6663;126;14;17.01.2025
3209;6664;32;21;07.01.2025
3209;6665;32;20;13.01.2025
3210;6666;119;12;14.01.2025
3210;6667;119;68;18.01.2025
3210;6668;119;75;19.01.2025
3211;6669;202;2;21.01.2025
3211;6670;202;23;23.01.2025
3211;6671;202;57;26.01.2025
3212;6672;101;63;04.01.2025
3212;6673;101;7;02.01.2025
3212;6674;101;52;02.01.2025
3213;6675;191;65;06.01.2025
3214;6676;811;81;10.01.2025
3215;6677;392;81;27.01.2025
3215;6678;392;4;20.01.2025
3215;6679;392;67;24.01.2025
3216;6680;839;60;27.01.2025
3216;6681;839;4;21.01.2025
3216;6682;839;8;26.01.2025
3217;6683;150;1;17.01.2025
3217;6684;150;38;21.01.2025
3217;6685;150;23;21.01.2025
3218;6686;621;15;19.01.2025
3219;6687;180;10;08.01.2025
3219;6688;180;19;14.01.2025
3220;6689;27;73;15.01.2025
3220;6690;27;75;16.01.2025
3220;6691;27;39;14.01.2025
3221;6692;152;59;12.01.2025
3221;6693;152;4;13.01.2025
3221;6694;152;4;14.01.2025
3222;6695;807;46;17.01.2025
3222;6696;807;18;13.01.2025
3222;6697;807;11;19.01.2025
3223;6698;130;39;07.01.2025
3223;6699;130;37;12.01.2025
3223;6700;130;65;10.01.2025
3224;6701;48;27;15.01.2025
3225;6702;254;36;22.01.2025
3225;6703;254;54;18.01.2025
3226;6704;22;51;11.01.2025
3226;6705;22;58;14.01.2025
3227;6706;95;62;19.01.2025
3228;6707;52;79;22.01.2025
3228;6708;52;81;17.01.2025
3228;6709;52;34;22.01.2025
3229;6710;355;14;14.01.2025
3229;6711;355;51;08.01.2025
3229;6712;355;59;12.01.2025
3230;6713;147;63;15.01.2025
3230;6714;147;67;10.01.2025
3231;6715;246;15;08.01.2025
3232;6716;149;52;11.01.2025
3233;6717;147;8;10.01.2025
3234;6718;215;57;19.01.2025
3234;6719;215;1;20.01.2025
3235;6720;34;75;21.01.2025
3235;6721;34;59;22.01.2025
3236;6722;310;7;09.01.2025
3237;6723;356;17;15.01.2025
3238;6724;329;76;17.01.2025
3238;6725;329;75;15.01.2025
3238;6726;329;58;17.01.2025
3239;6727;561;54;20.01.2025
3239;6728;561;42;18.01.2025
3239;6729;561;31;21.01.2025
3240;6730;92;44;14.01.2025
3241;6731;811;16;15.01.2025
3242;6732;807;62;12.01.2025
3242;6733;807;45;10.01.2025
3243;6734;4;19;20.01.2025
3243;6735;4;25;22.01.2025
3244;6736;5;75;22.01.2025
3244;6737;5;3;19.01.2025
3244;6738;5;17;19.01.2025
3245;6739;539;50;17.01.2025
3245;6740;539;14;17.01.2025
3245;6741;539;44;17.01.2025
3246;6742;400;36;12.01.2025
3247;6743;48;48;18.01.2025
3247;6744;48;15;17.01.2025
3247;6745;48;67;12.01.2025
3248;6746;801;62;14.01.2025
3248;6747;801;52;18.01.2025
3248;6748;801;18;20.01.2025
3249;6749;317;80;11.01.2025
3249;6750;317;8;18.01.2025
3249;6751;317;40;14.01.2025
3250;6752;220;61;22.01.2025
3251;6753;45;66;05.01.2025
3251;6754;45;41;06.01.2025
3251;6755;45;36;05.01.2025
3252;6756;60;34;08.01.2025
3252;6757;60;63;10.01.2025
3253;6758;157;50;09.01.2025
3253;6759;157;31;07.01.2025
3253;6760;157;62;10.01.2025
3254;6761;649;81;19.01.2025
3254;6762;649;9;15.01.2025
3255;6763;55;74;09.01.2025
3256;6764;128;59;12.01.2025
3256;6765;128;66;11.01.2025
3256;6766;128;45;11.01.2025
3257;6767;361;40;14.01.2025
3257;6768;361;46;15.01.2025
3257;6769;361;37;16.01.2025
3258;6770;847;23;17.01.2025
3259;6771;429;80;17.01.2025
3259;6772;429;61;17.01.2025
3260;6773;65;69;19.01.2025
3261;6774;95;6;17.01.2025
3262;6775;139;78;12.01.2025
3262;6776;139;63;12.01.2025
3262;6777;139;42;11.01.2025
3263;6778;71;53;10.01.2025
3263;6779;71;8;12.01.2025
