BestellungID;PosID;ProduktID;SpezLieferAdrID;Menge;Preis
1948;1948;104;;1;5,0
1949;1949;34;;9;0.75
1950;1950;39;;6;0.8
1951;1951;104;;9;5,0
1952;1952;62;;3;4,0
1953;1953;2;;10;4,0
1954;1954;2;;4;4,0
1955;1955;58;;2;8,0
1956;1956;38;;8;0.5
1957;1957;80;;7;4,0
1958;1958;71;;1;4,0
1959;1959;112;;2;4,0
1960;1960;5;;7;5,0
1961;1961;95;;0;2,0
1962;1962;31;;5;2,0
1963;1963;30;;9;4,0
1964;1964;122;;9;2,0
1965;1965;124;;6;3,0
1966;1966;74;;0;3,0
1967;1967;95;;6;2,0
1968;1968;75;;2;7,0
1969;1969;55;;7;5,0
1970;1970;65;;2;4,5
1971;1971;57;;1;8,0
1972;1972;67;;2;3,5
1973;1973;125;;9;7,0
1974;1974;19;;1;2,0
1975;1975;102;;2;4,0
1976;1976;40;;10;1,0
1977;1977;90;;8;1,0
1978;1978;72;;7;2,0
1979;1979;4;;8;5,0
1980;1980;91;;5;1,2
1981;1981;94;;10;4,0
1982;1982;28;;7;2,0
1983;1983;74;;10;3,0
1984;1984;117;;1;3,5
1985;1985;56;;10;7,0
1986;1986;98;;1;4,5
1987;1987;64;;9;4,5
1988;1988;66;;3;3,0
1989;1989;22;;4;2,0
1990;1990;36;;10;0.5
1991;1991;5;;2;5,0
1992;1992;29;;6;1,5
1993;1993;73;;9;3,0
1994;1994;78;;8;2,0
1995;1995;92;;4;2,4
1996;1996;81;;0;2,0
1997;1997;90;;3;1,0
1998;1998;105;;5;5,0
1999;1999;122;;7;2,0
2000;2000;53;;0;5,0
2001;2001;17;;2;3,5
2002;2002;41;;1;1,2
2003;2003;67;;8;3,5
2004;2004;26;;6;4,0
2005;2005;101;;2;2,0
2006;2006;63;;6;4,5
2007;2007;67;;8;3,5
2008;2008;41;;10;1,2
2009;2009;47;;3;9,0
2010;2010;105;;8;5,0
2011;2011;50;;2;5,6
2012;2012;47;;9;9,0
2013;2013;58;;10;8,0
2014;2014;29;;1;1,5
2015;2015;97;;0;9,0
2016;2016;86;;9;0.5
2017;2017;47;;0;9,0
2018;2018;7;;7;8,0
2019;2019;47;;0;9,0
2020;2020;103;;10;5,0
2021;2021;113;;0;4,5
2022;2022;83;;3;0.8
2023;2023;110;;0;0.5
2024;2024;36;;4;0.5
2025;2025;1;;9;2,0
2026;2026;84;;3;0.75
2027;2027;116;;1;3,0
2028;2028;105;;2;5,0
2029;2029;101;;3;2,0
2030;2030;103;;4;5,0
2031;2031;124;;4;3,0
2032;2032;25;;10;7,0
2033;2033;84;;1;0.75
2034;2034;5;;3;5,0
2035;2035;55;;1;5,0
2036;2036;79;;10;1,5
2037;2037;52;;1;4,0
2038;2038;20;;9;8,0
2039;2039;117;;5;3,5
2040;2040;72;;9;2,0
2041;2041;115;;9;4,5
2042;2042;54;;2;5,0
2043;2043;115;;9;4,5
2044;2044;73;;4;3,0
2045;2045;28;;7;2,0
2046;2046;33;;8;0.8
2047;2047;119;;7;2,0
2048;2048;112;;9;4,0
2049;2049;57;;10;8,0
2050;2050;17;;4;3,5
2051;2051;72;;3;2,0
2052;2052;67;;4;3,5
2053;2053;98;;0;4,5
2054;2054;41;;4;1,2
2055;2055;68;;2;6,0
2056;2056;64;;9;4,5
2057;2057;37;;4;0.5
2058;2058;55;;6;5,0
2059;2059;100;;3;5,6
2060;2060;96;;1;8,0
2061;2061;47;;0;9,0
2062;2062;61;;9;8,0
2063;2063;116;;8;3,0
2064;2064;22;;4;2,0
2065;2065;8;;5;8,0
2066;2066;28;;0;2,0
2067;2067;69;;4;2,0
2068;2068;78;;4;2,0
2069;2069;11;;4;8,0
2070;2070;50;;3;5,6
2071;2071;72;;3;2,0
2072;2072;29;;3;1,5
2073;2073;63;;1;4,5
2074;2074;58;;2;8,0
2075;2075;39;;8;0.8
2076;2076;48;;6;4,5
2077;2077;72;;2;2,0
2078;2078;125;;1;7,0
2079;2079;49;;7;3,8
2080;2080;16;;7;3,0
2081;2081;20;;9;8,0
2082;2082;52;;8;4,0
2083;2083;125;;6;7,0
2084;2084;31;;1;2,0
2085;2085;87;;9;0.5
2086;2086;81;;2;2,0
2087;2087;10;;3;0.5
2088;2088;87;;5;0.5
2089;2089;62;;9;4,0
2090;2090;41;;4;1,2
2091;2091;108;;7;8,0
2092;2092;3;;4;5,0
2093;2093;67;;1;3,5
2094;2094;126;;2;4,0
2095;2095;47;;5;9,0
2096;2096;84;;0;0.75
2097;2097;96;;3;8,0
2098;2098;70;;8;8,0
2099;2099;5;;4;5,0
2100;2100;90;;8;1,0
2101;2101;60;;9;0.5
2102;2102;65;;6;4,5
2103;2103;82;;8;5,0
2104;2104;87;;6;0.5
2105;2105;121;;1;4,0
2106;2106;103;;5;5,0
2107;2107;24;;2;3,0
2108;2108;65;;2;4,5
2109;2109;14;;1;4,5
2110;2110;9;;5;3,0
2111;2111;24;;9;3,0
2112;2112;36;;10;0.5
2113;2113;74;;4;3,0
2114;2114;104;;5;5,0
2115;2115;40;;3;1,0
2116;2116;32;;8;5,0
2117;2117;114;;1;4,5
2118;2118;7;;5;8,0
2119;2119;90;;2;1,0
2120;2120;69;;4;2,0
2121;2121;24;;2;3,0
2122;2122;124;;2;3,0
2123;2123;18;;7;6,0
2124;2124;28;;2;2,0
2125;2125;85;;10;1,0
2126;2126;58;;8;8,0
2127;2127;31;;7;2,0
2128;2128;75;;3;7,0
2129;2129;6;;5;7,0
2130;2130;84;;4;0.75
2131;2131;103;;5;5,0
2132;2132;117;;3;3,5
2133;2133;35;;6;1,0
2134;2134;110;;3;0.5
2135;2135;120;;2;8,0
2136;2136;62;;10;4,0
2137;2137;1;;0;2,0
2138;2138;4;;10;5,0
2139;2139;1;;4;2,0
2140;2140;42;;4;2,4
2141;2141;52;;5;4,0
2142;2142;125;;9;7,0
2143;2143;62;;0;4,0
2144;2144;50;;3;5,6
2145;2145;123;;2;3,0
2146;2146;8;;9;8,0
2147;2147;98;;0;4,5
2148;2148;4;;0;5,0
2149;2149;121;;6;4,0
2150;2150;88;;8;0.5
2151;2151;94;;1;4,0
2152;2152;33;;10;0.8
2153;2153;114;;5;4,5
2154;2154;113;;2;4,5
2155;2155;72;;4;2,0
2156;2156;30;;4;4,0
2157;2157;118;;8;6,0
2158;2158;107;;8;8,0
2159;2159;67;;0;3,5
2160;2160;37;;6;0.5
2161;2161;34;;1;0.75
2162;2162;54;;1;5,0
2163;2163;71;;8;4,0
2164;2164;36;;5;0.5
2165;2165;110;;8;0.5
2166;2166;102;;0;4,0
2167;2167;1;;8;2,0
2168;2168;107;;7;8,0
2169;2169;32;;4;5,0
2170;2170;83;;8;0.8
2171;2171;35;;1;1,0
2172;2172;76;;10;4,0
2173;2173;117;;10;3,5
2174;2174;48;;0;4,5
2175;2175;48;;5;4,5
2176;2176;54;;2;5,0
2177;2177;69;;6;2,0
2178;2178;122;;3;2,0
2179;2179;110;;3;0.5
2180;2180;89;;1;0.8
2181;2181;114;;10;4,5
2182;2182;49;;10;3,8
2183;2183;126;;0;4,0
2184;2184;57;;0;8,0
2185;2185;119;;8;2,0
2186;2186;81;;10;2,0
2187;2187;20;;2;8,0
2188;2188;39;;10;0.8
2189;2189;80;;1;4,0
2190;2190;67;;5;3,5
2191;2191;77;;10;2,0
2192;2192;106;;8;7,0
2193;2193;62;;8;4,0
2194;2194;114;;5;4,5
2195;2195;97;;1;9,0
2196;2196;42;;6;2,4
2197;2197;70;;10;8,0
2198;2198;99;;1;3,8
2199;2199;96;;9;8,0
2200;2200;4;;7;5,0
2201;2201;82;;4;5,0
2202;2202;30;;4;4,0
2203;2203;9;;2;3,0
2204;2204;96;;6;8,0
2205;2205;44;;2;4,0
2206;2206;73;;4;3,0
2207;2207;59;;10;3,0
2208;2208;120;;6;8,0
2209;2209;40;;1;1,0
2210;2210;7;;2;8,0
2211;2211;90;;1;1,0
2212;2212;28;;5;2,0
2213;2213;92;;10;2,4
2214;2214;108;;10;8,0
2215;2215;24;;10;3,0
2216;2216;7;;4;8,0
2217;2217;108;;0;8,0
2218;2218;92;;10;2,4
2219;2219;55;;7;5,0
2220;2220;45;;9;2,0
2221;2221;70;;1;8,0
2222;2222;55;;5;5,0
2223;2223;19;;10;2,0
2224;2224;63;;7;4,5
2225;2225;71;;10;4,0
2226;2226;40;;1;1,0
2227;2227;80;;1;4,0
2228;2228;78;;1;2,0
2229;2229;27;;7;2,0
2230;2230;60;;4;0.5
2231;2231;2;;8;4,0
2232;2232;40;;8;1,0
2233;2233;86;;5;0.5
2234;2234;111;;9;8,0
2235;2235;18;;6;6,0
2236;2236;48;;8;4,5
2237;2237;58;;5;8,0
2238;2238;12;;9;4,0
2239;2239;112;;5;4,0
2240;2240;64;;7;4,5
2241;2241;102;;7;4,0
2242;2242;113;;3;4,5
2243;2243;54;;6;5,0
2244;2244;9;;10;3,0
2245;2245;24;;1;3,0
2246;2246;73;;5;3,0
2247;2247;69;;3;2,0
2248;2248;125;;0;7,0
2249;2249;25;;8;7,0
2250;2250;104;;7;5,0
2251;2251;48;;5;4,5
2252;2252;45;;0;2,0
2253;2253;57;;9;8,0
2254;2254;11;;8;8,0
2255;2255;61;;10;8,0
2256;2256;101;;1;2,0
2257;2257;23;;6;3,0
2258;2258;115;;10;4,5
2259;2259;113;;1;4,5
2260;2260;118;;8;6,0
2261;2261;90;;10;1,0
2262;2262;101;;4;2,0
2263;2263;64;;10;4,5
2264;2264;110;;9;0.5
2265;2265;25;;4;7,0
2266;2266;102;;7;4,0
2267;2267;14;;5;4,5
2268;2268;107;;10;8,0
2269;2269;12;;6;4,0
2270;2270;18;;10;6,0
2271;2271;35;;2;1,0
2272;2272;115;;0;4,5
2273;2273;116;;3;3,0
2274;2274;115;;7;4,5
2275;2275;18;;2;6,0
2276;2276;18;;4;6,0
2277;2277;95;;0;2,0
2278;2278;123;;8;3,0
2279;2279;125;;4;7,0
2280;2280;51;;9;2,0
2281;2281;125;;2;7,0
2282;2282;84;;1;0.75
2283;2283;125;;6;7,0
2284;2284;123;;5;3,0
2285;2285;103;;8;5,0
2286;2286;124;;1;3,0
2287;2287;107;;5;8,0
2288;2288;117;;2;3,5
2289;2289;58;;1;8,0
2290;2290;36;;2;0.5
2291;2291;33;;8;0.8
2292;2292;15;;7;4,5
2293;2293;50;;3;5,6
2294;2294;100;;5;5,6
2295;2295;75;;8;7,0
2296;2296;62;;6;4,0
2297;2297;23;;2;3,0
2298;2298;17;;7;3,5
2299;2299;47;;7;9,0
2300;2300;57;;6;8,0
2301;2301;113;;1;4,5
2302;2302;12;;5;4,0
2303;2303;75;;9;7,0
2304;2304;1;;1;2,0
2305;2305;52;;7;4,0
2306;2306;114;;1;4,5
2307;2307;99;;9;3,8
2308;2308;96;;4;8,0
2309;2309;57;;5;8,0
2310;2310;55;;4;5,0
2311;2311;121;;7;4,0
2312;2312;54;;6;5,0
2313;2313;53;;0;5,0
2314;2314;81;;7;2,0
2315;2315;119;;2;2,0
2316;2316;32;;4;5,0
2317;2317;70;;6;8,0
2318;2318;12;;4;4,0
2319;2319;12;;6;4,0
2320;2320;100;;2;5,6
2321;2321;41;;7;1,2
2322;2322;115;;7;4,5
2323;2323;18;;0;6,0
2324;2324;5;;8;5,0
2325;2325;99;;6;3,8
2326;2326;41;;0;1,2
2327;2327;79;;1;1,5
2328;2328;67;;6;3,5
2329;2329;46;;5;8,0
2330;2330;110;;1;0.5
2331;2331;13;;3;4,5
2332;2332;2;;8;4,0
2333;2333;58;;2;8,0
2334;2334;21;;7;4,0
2335;2335;28;;6;2,0
2336;2336;114;;10;4,5
2337;2337;106;;8;7,0
2338;2338;88;;1;0.5
2339;2339;50;;4;5,6
2340;2340;98;;3;4,5
2341;2341;32;;8;5,0
2342;2342;29;;0;1,5
2343;2343;125;;4;7,0
2344;2344;89;;6;0.8
2345;2345;95;;2;2,0
2346;2346;46;;1;8,0
2347;2347;114;;9;4,5
2348;2348;60;;1;0.5
2349;2349;65;;5;4,5
2350;2350;46;;4;8,0
2351;2351;2;;10;4,0
2352;2352;43;;6;2,3
2353;2353;63;;4;4,5
2354;2354;70;;4;8,0
2355;2355;85;;1;1,0
2356;2356;87;;7;0.5
2357;2357;116;;6;3,0
2358;2358;100;;5;5,6
2359;2359;3;;6;5,0
2360;2360;22;;0;2,0
2361;2361;94;;0;4,0
2362;2362;30;;9;4,0
2363;2363;99;;4;3,8
2364;2364;39;;8;0.8
2365;2365;88;;10;0.5
2366;2366;14;;1;4,5
2367;2367;106;;5;7,0
2368;2368;102;;8;4,0
2369;2369;108;;3;8,0
2370;2370;8;;1;8,0
2371;2371;35;;2;1,0
2372;2372;114;;3;4,5
2373;2373;107;;2;8,0
2374;2374;120;;8;8,0
2375;2375;115;;9;4,5
2376;2376;15;;3;4,5
2377;2377;115;;5;4,5
2378;2378;52;;0;4,0
2379;2379;126;;3;4,0
2380;2380;95;;1;2,0
2381;2381;9;;2;3,0
2382;2382;79;;0;1,5
2383;2383;44;;3;4,0
2384;2384;116;;3;3,0
2385;2385;116;;1;3,0
2386;2386;119;;0;2,0
2387;2387;95;;0;2,0
2388;2388;72;;4;2,0
2389;2389;88;;0;0.5
2390;2390;72;;6;2,0
2391;2391;110;;0;0.5
2392;2392;92;;2;2,4
2393;2393;106;;5;7,0
2394;2394;4;;6;5,0
2395;2395;41;;0;1,2
2396;2396;100;;0;5,6
2397;2397;119;;4;2,0
2398;2398;36;;6;0.5
2399;2399;111;;6;8,0
2400;2400;42;;2;2,4
