BestellungID;KundeID;AllgLieferAdrID;Bestelldatum;Wunschdatum;Rabatt
2180;274;329;26.12.2024;28.12.2024;2,5
2181;254;99;26.12.2024;01.01.2025;0,5
2182;9;43;16.12.2024;21.12.2024;1,5
2183;296;387;21.12.2024;25.12.2024;2,5
2184;118;7;21.12.2024;21.12.2024;3,0
2185;288;262;28.12.2024;29.12.2024;1,5
2186;73;53;18.12.2024;24.12.2024;1,0
2187;90;128;20.12.2024;26.12.2024;1,0
2188;297;141;17.12.2024;21.12.2024;2,5
2189;170;83;19.12.2024;24.12.2024;2,0
2190;100;204;27.12.2024;01.01.2025;0,0
2191;73;53;20.12.2024;21.12.2024;3,0
2192;57;78;22.12.2024;28.12.2024;0,0
2193;125;139;22.12.2024;28.12.2024;2,5
2194;85;101;20.12.2024;25.12.2024;3,0
2195;32;417;21.12.2024;24.12.2024;0,5
2196;217;5;22.12.2024;27.12.2024;0,0
2197;218;182;20.12.2024;24.12.2024;0,0
2198;276;466;24.12.2024;24.12.2024;3,0
2199;209;126;20.12.2024;24.12.2024;3,0
2200;221;296;30.12.2024;06.01.2025;1,0
2201;149;574;18.12.2024;24.12.2024;1,0
2202;247;257;25.12.2024;25.12.2024;2,5
2203;94;145;17.12.2024;18.12.2024;0,0
2204;66;127;21.12.2024;26.12.2024;0,0
2205;273;241;24.12.2024;24.12.2024;0,0
2206;127;42;25.12.2024;26.12.2024;2,0
2207;25;85;27.12.2024;31.12.2024;0,5
2208;140;260;28.12.2024;30.12.2024;0,0
2209;163;68;24.12.2024;28.12.2024;0,5
2210;137;106;19.12.2024;20.12.2024;3,0
2211;141;86;30.12.2024;30.12.2024;3,0
2212;237;73;30.12.2024;30.12.2024;0,5
2213;10;93;20.12.2024;24.12.2024;2,0
2214;112;230;16.12.2024;18.12.2024;1,5
2215;276;466;22.12.2024;29.12.2024;3,0
2216;104;339;24.12.2024;28.12.2024;2,5
2217;221;296;19.12.2024;26.12.2024;2,5
2218;209;126;23.12.2024;29.12.2024;0,0
2219;103;584;25.12.2024;30.12.2024;3,0
2220;157;605;30.12.2024;01.01.2025;2,0
2221;139;153;16.12.2024;20.12.2024;1,0
2222;35;130;16.12.2024;17.12.2024;1,0
2223;2;275;17.12.2024;19.12.2024;0,5
2224;63;66;21.12.2024;27.12.2024;2,5
2225;225;255;16.12.2024;20.12.2024;0,5
2226;170;83;16.12.2024;23.12.2024;0,0
2227;292;645;27.12.2024;27.12.2024;0,5
2228;109;29;30.12.2024;06.01.2025;2,0
2229;55;90;19.12.2024;25.12.2024;0,0
2230;3;494;30.12.2024;05.01.2025;1,0
2231;5;287;20.12.2024;24.12.2024;2,5
2232;218;182;29.12.2024;29.12.2024;2,5
2233;96;426;27.12.2024;03.01.2025;1,5
2234;248;317;30.12.2024;31.12.2024;1,5
2235;3;494;25.12.2024;29.12.2024;3,0
2236;51;19;17.12.2024;19.12.2024;2,0
2237;193;201;29.12.2024;01.01.2025;0,5
2238;12;239;20.12.2024;25.12.2024;2,0
2239;124;118;16.12.2024;16.12.2024;0,5
2240;175;218;26.12.2024;29.12.2024;2,5
2241;121;357;25.12.2024;27.12.2024;3,0
2242;260;3;30.12.2024;05.01.2025;1,0
2243;245;70;31.12.2024;04.01.2025;1,5
2244;227;553;29.12.2024;01.01.2025;0,0
2245;219;367;22.12.2024;28.12.2024;2,5
2246;75;150;22.12.2024;24.12.2024;0,5
2247;119;288;23.12.2024;27.12.2024;1,0
2248;61;342;18.12.2024;19.12.2024;0,5
2249;83;175;28.12.2024;01.01.2025;1,0
2250;166;12;28.12.2024;04.01.2025;3,0
2251;90;128;25.12.2024;29.12.2024;2,0
2252;220;57;19.12.2024;19.12.2024;2,5
2253;52;336;24.12.2024;31.12.2024;1,5
2254;153;98;28.12.2024;29.12.2024;2,5
2255;11;392;22.12.2024;27.12.2024;1,5
2256;21;104;19.12.2024;26.12.2024;0,5
2257;77;203;16.12.2024;20.12.2024;0,0
2258;108;307;23.12.2024;28.12.2024;2,5
2259;291;149;20.12.2024;20.12.2024;2,5
2260;33;13;27.12.2024;03.01.2025;3,0
2261;96;426;27.12.2024;29.12.2024;1,0
2262;89;81;31.12.2024;05.01.2025;2,5
2263;26;147;30.12.2024;03.01.2025;2,5
2264;204;522;28.12.2024;02.01.2025;0,5
2265;111;119;15.12.2024;18.12.2024;3,0
2266;48;210;25.12.2024;30.12.2024;1,5
2267;142;185;16.12.2024;23.12.2024;3,0
2268;52;336;16.12.2024;17.12.2024;0,5
2269;183;75;26.12.2024;28.12.2024;0,0
2270;143;330;23.12.2024;29.12.2024;3,0
2271;235;20;16.12.2024;20.12.2024;0,5
2272;37;429;21.12.2024;25.12.2024;1,5
2273;172;107;20.12.2024;22.12.2024;3,0
2274;49;507;21.12.2024;28.12.2024;2,5
2275;193;201;19.12.2024;25.12.2024;1,5
2276;278;558;29.12.2024;03.01.2025;0,0
2277;35;130;27.12.2024;02.01.2025;2,0
2278;49;507;23.12.2024;25.12.2024;0,0
2279;291;149;22.12.2024;25.12.2024;3,0
2280;238;243;17.12.2024;17.12.2024;2,0
2281;90;128;23.12.2024;29.12.2024;1,5
2282;110;413;25.12.2024;31.12.2024;2,5
2283;231;49;31.12.2024;02.01.2025;3,0
2284;136;16;28.12.2024;02.01.2025;0,0
2285;26;147;29.12.2024;04.01.2025;1,5
2286;31;453;28.12.2024;03.01.2025;0,0
2287;196;146;28.12.2024;28.12.2024;2,0
2288;35;130;16.12.2024;20.12.2024;2,5
2289;130;23;30.12.2024;03.01.2025;3,0
2290;160;174;30.12.2024;01.01.2025;3,0
2291;21;104;18.12.2024;19.12.2024;0,5
2292;260;3;30.12.2024;01.01.2025;0,0
2293;160;174;26.12.2024;31.12.2024;2,0
2294;28;103;19.12.2024;20.12.2024;2,5
2295;231;49;19.12.2024;19.12.2024;2,5
2296;198;328;25.12.2024;01.01.2025;2,5
2297;158;225;23.12.2024;23.12.2024;3,0
2298;175;218;19.12.2024;25.12.2024;2,5
2299;37;429;24.12.2024;27.12.2024;3,0
2300;60;437;16.12.2024;16.12.2024;3,0
2301;23;125;29.12.2024;01.01.2025;0,5
2302;297;141;15.12.2024;18.12.2024;3,0
2303;58;45;21.12.2024;23.12.2024;0,0
2304;259;54;31.12.2024;05.01.2025;2,5
2305;211;649;17.12.2024;20.12.2024;3,0
2306;152;26;17.12.2024;23.12.2024;0,5
2307;261;4;24.12.2024;28.12.2024;0,5
2308;6;588;25.12.2024;29.12.2024;3,0
2309;70;217;19.12.2024;24.12.2024;1,5
2310;71;58;31.12.2024;31.12.2024;0,5
2311;18;433;28.12.2024;29.12.2024;1,0
2312;195;34;15.12.2024;20.12.2024;0,5
2313;181;96;22.12.2024;25.12.2024;2,5
2314;228;366;31.12.2024;05.01.2025;1,5
2315;246;61;27.12.2024;29.12.2024;3,0
2316;41;191;28.12.2024;04.01.2025;0,5
2317;287;254;23.12.2024;25.12.2024;1,5
2318;138;171;29.12.2024;30.12.2024;2,5
2319;134;344;20.12.2024;26.12.2024;2,5
2320;214;202;30.12.2024;31.12.2024;1,5
2321;10;93;24.12.2024;31.12.2024;1,5
2322;22;56;19.12.2024;22.12.2024;0,0
2323;45;48;20.12.2024;26.12.2024;1,5
2324;92;310;16.12.2024;20.12.2024;1,5
2325;147;102;15.12.2024;17.12.2024;3,0
2326;6;588;21.12.2024;28.12.2024;0,0
2327;206;65;29.12.2024;31.12.2024;1,5
2328;20;64;27.12.2024;31.12.2024;0,5
2329;90;128;22.12.2024;28.12.2024;2,0
2330;153;98;21.12.2024;28.12.2024;3,0
2331;22;56;24.12.2024;29.12.2024;1,0
2332;275;402;18.12.2024;24.12.2024;3,0
2333;87;2;29.12.2024;29.12.2024;2,0
2334;195;34;17.12.2024;19.12.2024;0,0
2335;173;410;16.12.2024;21.12.2024;2,5
2336;183;75;25.12.2024;30.12.2024;0,5
2337;132;389;22.12.2024;25.12.2024;0,0
2338;161;76;20.12.2024;20.12.2024;0,0
2339;26;147;19.12.2024;23.12.2024;0,5
2340;23;125;24.12.2024;28.12.2024;1,5
2341;76;400;22.12.2024;26.12.2024;3,0
2342;25;85;19.12.2024;22.12.2024;2,5
2343;136;16;21.12.2024;21.12.2024;2,5
2344;53;170;17.12.2024;23.12.2024;2,5
2345;11;392;17.12.2024;23.12.2024;2,0
2346;291;149;15.12.2024;20.12.2024;1,5
2347;77;203;27.12.2024;29.12.2024;2,0
2348;85;101;18.12.2024;20.12.2024;3,0
2349;103;584;22.12.2024;26.12.2024;3,0
2350;253;196;26.12.2024;27.12.2024;0,0
2351;261;4;17.12.2024;18.12.2024;3,0
2352;288;262;24.12.2024;31.12.2024;2,5
2353;166;12;28.12.2024;28.12.2024;3,0
2354;46;32;16.12.2024;17.12.2024;2,5
2355;103;584;15.12.2024;16.12.2024;2,5
2356;74;164;15.12.2024;15.12.2024;0,0
2357;238;243;21.12.2024;24.12.2024;3,0
2358;240;319;20.12.2024;23.12.2024;1,0
2359;137;106;21.12.2024;22.12.2024;2,5
2360;25;85;30.12.2024;05.01.2025;2,0
2361;16;140;20.12.2024;24.12.2024;1,5
2362;42;516;21.12.2024;27.12.2024;1,5
2363;143;330;30.12.2024;31.12.2024;3,0
2364;98;87;22.12.2024;23.12.2024;1,0
2365;199;268;16.12.2024;21.12.2024;3,0
2366;202;279;22.12.2024;28.12.2024;3,0
2367;57;78;17.12.2024;22.12.2024;0,5
2368;41;191;29.12.2024;04.01.2025;0,0
2369;151;180;27.12.2024;03.01.2025;0,5
2370;289;9;30.12.2024;05.01.2025;1,0
2371;134;344;16.12.2024;16.12.2024;0,0
2372;235;20;30.12.2024;03.01.2025;2,0
2373;144;314;22.12.2024;29.12.2024;1,0
2374;95;264;26.12.2024;27.12.2024;1,5
2375;248;317;31.12.2024;05.01.2025;3,0
2376;277;197;20.12.2024;21.12.2024;2,0
2377;66;127;23.12.2024;30.12.2024;0,5
2378;89;81;26.12.2024;31.12.2024;2,5
2379;59;265;28.12.2024;31.12.2024;3,0
2380;208;379;22.12.2024;26.12.2024;1,5
2381;292;645;21.12.2024;27.12.2024;2,0
2382;294;419;22.12.2024;24.12.2024;2,5
2383;24;297;27.12.2024;31.12.2024;1,0
2384;28;103;28.12.2024;30.12.2024;0,5
2385;66;127;15.12.2024;16.12.2024;3,0
2386;298;105;15.12.2024;22.12.2024;3,0
2387;122;639;29.12.2024;05.01.2025;2,0
2388;111;119;29.12.2024;05.01.2025;1,5
2389;35;130;18.12.2024;25.12.2024;0,5
2390;153;98;22.12.2024;22.12.2024;2,0
2391;9;43;18.12.2024;22.12.2024;1,5
2392;116;630;18.12.2024;20.12.2024;0,0
2393;131;295;17.12.2024;20.12.2024;3,0
2394;86;237;19.12.2024;21.12.2024;3,0
2395;22;56;18.12.2024;22.12.2024;2,5
2396;155;51;16.12.2024;21.12.2024;0,0
2397;24;297;21.12.2024;27.12.2024;0,0
2398;294;419;19.12.2024;23.12.2024;0,0
2399;141;86;18.12.2024;21.12.2024;0,5
2400;109;29;17.12.2024;18.12.2024;1,5
2401;248;317;30.12.2024;06.01.2025;2,0
2402;223;385;20.12.2024;23.12.2024;0,5
2403;152;26;26.12.2024;31.12.2024;0,5
2404;248;317;30.12.2024;01.01.2025;1,0
2405;241;91;17.12.2024;18.12.2024;1,0
2406;224;183;19.12.2024;20.12.2024;1,5
2407;96;426;28.12.2024;30.12.2024;0,5
2408;221;296;29.12.2024;29.12.2024;0,0
2409;233;40;20.12.2024;27.12.2024;0,0
2410;235;20;29.12.2024;01.01.2025;1,0
2411;179;14;30.12.2024;04.01.2025;2,0
2412;277;197;24.12.2024;29.12.2024;1,0
2413;130;23;15.12.2024;17.12.2024;0,0
2414;92;310;25.12.2024;25.12.2024;2,0
2415;3;494;27.12.2024;29.12.2024;0,5
2416;266;220;23.12.2024;24.12.2024;1,0
2417;102;166;29.12.2024;03.01.2025;0,5
2418;214;202;16.12.2024;19.12.2024;2,5
2419;245;70;24.12.2024;27.12.2024;1,5
2420;150;539;18.12.2024;18.12.2024;1,0
2421;224;183;31.12.2024;07.01.2025;2,5
2422;56;117;18.12.2024;25.12.2024;1,0
2423;249;152;21.12.2024;28.12.2024;2,0
2424;63;66;31.12.2024;04.01.2025;1,0
2425;116;630;18.12.2024;22.12.2024;2,5
2426;98;87;24.12.2024;25.12.2024;0,0
2427;12;239;20.12.2024;21.12.2024;1,0
2428;5;287;25.12.2024;27.12.2024;0,0
2429;22;56;28.12.2024;02.01.2025;2,5
2430;162;242;23.12.2024;28.12.2024;2,5
2431;17;36;31.12.2024;07.01.2025;3,0
2432;16;140;21.12.2024;23.12.2024;2,5
2433;264;211;24.12.2024;31.12.2024;1,0
2434;165;108;25.12.2024;27.12.2024;1,5
2435;220;57;17.12.2024;21.12.2024;1,5
2436;77;203;24.12.2024;30.12.2024;0,5
2437;189;52;17.12.2024;22.12.2024;1,0
2438;245;70;26.12.2024;27.12.2024;1,0
2439;80;266;22.12.2024;27.12.2024;0,5
2440;222;540;26.12.2024;02.01.2025;0,5
2441;215;187;19.12.2024;26.12.2024;2,5
2442;209;126;15.12.2024;17.12.2024;2,0
2443;22;56;23.12.2024;25.12.2024;3,0
2444;90;128;20.12.2024;23.12.2024;0,0
2445;194;345;23.12.2024;25.12.2024;2,5
2446;246;61;25.12.2024;01.01.2025;0,5
2447;90;128;15.12.2024;20.12.2024;2,0
2448;80;266;26.12.2024;31.12.2024;0,0
2449;249;152;27.12.2024;31.12.2024;3,0
2450;93;113;31.12.2024;02.01.2025;2,0
2451;202;279;27.12.2024;29.12.2024;0,5
2452;42;516;20.12.2024;20.12.2024;2,0
2453;159;95;28.12.2024;02.01.2025;2,0
2454;122;639;17.12.2024;21.12.2024;0,5
2455;77;203;22.12.2024;28.12.2024;2,0
2456;195;34;29.12.2024;05.01.2025;0,0
2457;120;60;27.12.2024;30.12.2024;1,0
2458;247;257;19.12.2024;21.12.2024;3,0
2459;215;187;29.12.2024;05.01.2025;2,0
2460;276;466;28.12.2024;04.01.2025;1,0
2461;174;123;29.12.2024;30.12.2024;1,5
2462;264;211;18.12.2024;20.12.2024;2,5
2463;112;230;25.12.2024;01.01.2025;1,0
2464;160;174;18.12.2024;21.12.2024;1,0
2465;62;11;29.12.2024;05.01.2025;2,5
2466;130;23;28.12.2024;29.12.2024;3,0
2467;85;101;30.12.2024;01.01.2025;3,0
2468;52;336;26.12.2024;31.12.2024;1,0
2469;183;75;27.12.2024;28.12.2024;2,5
2470;136;16;15.12.2024;18.12.2024;1,0
2471;185;233;29.12.2024;01.01.2025;1,5
2472;194;345;24.12.2024;28.12.2024;0,0
2473;168;647;27.12.2024;03.01.2025;1,5
2474;140;260;27.12.2024;28.12.2024;0,0
2475;167;369;28.12.2024;31.12.2024;2,0
2476;120;60;16.12.2024;21.12.2024;2,0
2477;88;193;29.12.2024;31.12.2024;1,5
2478;37;429;21.12.2024;27.12.2024;1,5
2479;152;26;23.12.2024;25.12.2024;2,0
2480;182;31;16.12.2024;19.12.2024;2,5
2481;239;131;31.12.2024;05.01.2025;0,5
2482;242;151;17.12.2024;21.12.2024;0,5
2483;85;101;19.12.2024;20.12.2024;2,5
2484;3;494;23.12.2024;24.12.2024;1,0
2485;20;64;20.12.2024;21.12.2024;3,0
2486;199;268;23.12.2024;26.12.2024;2,0
2487;190;88;21.12.2024;25.12.2024;1,5
2488;16;140;31.12.2024;03.01.2025;1,0
2489;155;51;15.12.2024;15.12.2024;2,5
2490;104;339;15.12.2024;16.12.2024;2,5
2491;222;540;27.12.2024;01.01.2025;1,5
2492;96;426;29.12.2024;02.01.2025;2,0
2493;83;175;23.12.2024;25.12.2024;2,5
2494;24;297;26.12.2024;02.01.2025;2,0
2495;69;39;24.12.2024;29.12.2024;2,5
2496;258;561;21.12.2024;27.12.2024;2,5
2497;212;192;31.12.2024;02.01.2025;2,5
2498;238;243;30.12.2024;05.01.2025;1,0
2499;221;296;19.12.2024;21.12.2024;0,5
2500;108;307;15.12.2024;15.12.2024;1,0
2501;267;62;24.12.2024;30.12.2024;0,0
2502;218;182;25.12.2024;30.12.2024;2,5
2503;60;437;27.12.2024;30.12.2024;3,0
2504;9;43;26.12.2024;27.12.2024;1,5
2505;79;24;15.12.2024;22.12.2024;3,0
2506;16;140;20.12.2024;21.12.2024;1,5
2507;290;59;21.12.2024;23.12.2024;3,0
2508;284;575;31.12.2024;31.12.2024;2,5
2509;38;215;30.12.2024;02.01.2025;2,5
2510;49;507;29.12.2024;29.12.2024;2,0
2511;32;417;26.12.2024;02.01.2025;2,5
2512;190;88;27.12.2024;30.12.2024;1,0
2513;171;33;27.12.2024;28.12.2024;0,0
2514;20;64;26.12.2024;27.12.2024;1,5
2515;2;275;15.12.2024;18.12.2024;3,0
2516;139;153;17.12.2024;17.12.2024;1,5
2517;31;453;15.12.2024;15.12.2024;1,5
2518;262;312;26.12.2024;02.01.2025;2,5
2519;10;93;26.12.2024;28.12.2024;1,5
2520;270;212;27.12.2024;31.12.2024;2,0
2521;258;561;26.12.2024;28.12.2024;2,0
2522;2;275;17.12.2024;17.12.2024;2,0
2523;130;23;28.12.2024;04.01.2025;1,5
2524;211;649;22.12.2024;28.12.2024;3,0
2525;244;168;24.12.2024;29.12.2024;0,0
2526;257;508;21.12.2024;23.12.2024;3,0
2527;300;337;16.12.2024;16.12.2024;1,0
2528;11;392;17.12.2024;17.12.2024;0,5
2529;67;445;25.12.2024;27.12.2024;1,5
2530;213;72;29.12.2024;30.12.2024;2,5
2531;272;176;24.12.2024;30.12.2024;1,0
2532;115;213;30.12.2024;02.01.2025;2,5
2533;183;75;17.12.2024;24.12.2024;2,5
2534;200;44;25.12.2024;25.12.2024;0,0
2535;147;102;27.12.2024;03.01.2025;0,0
2536;135;94;31.12.2024;01.01.2025;0,5
2537;81;21;28.12.2024;29.12.2024;2,0
2538;69;39;31.12.2024;03.01.2025;2,0
2539;243;41;17.12.2024;20.12.2024;1,5
2540;123;121;18.12.2024;20.12.2024;0,5
2541;190;88;19.12.2024;22.12.2024;0,5
2542;135;94;21.12.2024;24.12.2024;0,0
2543;119;288;19.12.2024;24.12.2024;2,0
2544;165;108;29.12.2024;01.01.2025;1,5
2545;178;184;21.12.2024;27.12.2024;3,0
2546;147;102;30.12.2024;03.01.2025;0,0
2547;285;38;16.12.2024;18.12.2024;0,5
2548;270;212;17.12.2024;23.12.2024;2,5
2549;296;387;29.12.2024;02.01.2025;0,5
2550;104;339;21.12.2024;27.12.2024;1,5
2551;28;103;22.12.2024;28.12.2024;0,5
2552;290;59;31.12.2024;07.01.2025;1,5
2553;272;176;25.12.2024;28.12.2024;1,5
2554;221;296;27.12.2024;31.12.2024;1,5
2555;146;55;27.12.2024;28.12.2024;0,5
2556;216;194;31.12.2024;06.01.2025;3,0
2557;165;108;21.12.2024;24.12.2024;3,0
2558;234;134;19.12.2024;21.12.2024;0,5
2559;240;319;20.12.2024;24.12.2024;0,5
2560;284;575;24.12.2024;30.12.2024;0,0
2561;188;216;27.12.2024;27.12.2024;2,5
2562;77;203;19.12.2024;25.12.2024;2,5
2563;224;183;22.12.2024;27.12.2024;1,5
2564;1;1;27.12.2024;01.01.2025;2,5
2565;45;48;22.12.2024;25.12.2024;3,0
2566;204;522;31.12.2024;05.01.2025;1,0
2567;242;151;23.12.2024;27.12.2024;2,0
2568;142;185;18.12.2024;18.12.2024;2,5
2569;186;378;17.12.2024;21.12.2024;1,5
2570;75;150;31.12.2024;01.01.2025;0,0
2571;184;356;25.12.2024;01.01.2025;2,5
2572;169;244;21.12.2024;27.12.2024;0,5
2573;250;294;18.12.2024;20.12.2024;0,0
2574;12;239;27.12.2024;31.12.2024;0,5
2575;123;121;26.12.2024;01.01.2025;0,0
2576;207;15;24.12.2024;25.12.2024;2,5
2577;23;125;27.12.2024;31.12.2024;1,5
2578;207;15;23.12.2024;29.12.2024;2,0
2579;269;114;28.12.2024;29.12.2024;2,5
2580;237;73;23.12.2024;27.12.2024;2,5
2581;70;217;25.12.2024;01.01.2025;3,0
2582;132;389;23.12.2024;28.12.2024;3,0
2583;145;179;26.12.2024;02.01.2025;3,0
2584;94;145;29.12.2024;31.12.2024;3,0
2585;63;66;20.12.2024;20.12.2024;0,0
2586;112;230;24.12.2024;29.12.2024;2,0
2587;144;314;26.12.2024;27.12.2024;0,5
2588;89;81;21.12.2024;25.12.2024;0,5
2589;278;558;17.12.2024;17.12.2024;2,5
2590;52;336;24.12.2024;26.12.2024;1,0
2591;204;522;23.12.2024;27.12.2024;0,0
2592;162;242;26.12.2024;26.12.2024;2,0
2593;147;102;17.12.2024;23.12.2024;1,5
2594;221;296;22.12.2024;24.12.2024;2,0
2595;74;164;26.12.2024;27.12.2024;3,0
2596;49;507;26.12.2024;02.01.2025;2,0
2597;101;253;19.12.2024;19.12.2024;0,5
2598;146;55;29.12.2024;02.01.2025;1,0
2599;44;159;29.12.2024;05.01.2025;3,0
2600;224;183;17.12.2024;23.12.2024;2,0
2601;167;369;15.12.2024;18.12.2024;2,5
2602;121;357;23.12.2024;27.12.2024;1,0
2603;189;52;26.12.2024;29.12.2024;1,0
2604;63;66;26.12.2024;31.12.2024;2,5
2605;192;332;31.12.2024;07.01.2025;2,5
2606;67;445;20.12.2024;23.12.2024;2,5
2607;91;208;16.12.2024;17.12.2024;3,0
2608;136;16;28.12.2024;30.12.2024;0,0
2609;269;114;15.12.2024;17.12.2024;1,5
2610;300;337;27.12.2024;03.01.2025;0,0
2611;284;575;26.12.2024;31.12.2024;2,5
2612;44;159;29.12.2024;04.01.2025;2,5
2613;224;183;19.12.2024;26.12.2024;0,5
2614;214;202;21.12.2024;24.12.2024;1,5
2615;184;356;21.12.2024;28.12.2024;2,5
2616;9;43;15.12.2024;17.12.2024;0,0
2617;178;184;15.12.2024;22.12.2024;0,0
2618;181;96;19.12.2024;25.12.2024;3,0
